gene_symbol	gene_id	chrom	pops_score	magma_z	magma_p
MXD3	ENSG00000213347	5	-0.05250175840417096	0.8304	0.20315999999999998
P2RY11	ENSG00000244165	19	-0.052550441103732734	-0.70204	0.75867
DTD2	ENSG00000129480	14	-0.05255197116155033	1.1913	0.11675999999999999
UBTD1	ENSG00000165886	10	-0.052664872083132516	-0.45237	0.6745
TFAP2E	ENSG00000116819	1	-0.05267431729767319	2.6316	0.0042491000000000004
PTCD2	ENSG00000049883	5	-0.052734971414554806	3.0099	0.0013067999999999999
REEP4	ENSG00000168476	8	-0.05275322794950988	1.2871	0.099034
ITPRIPL1	ENSG00000198885	2	-0.05279036980471998	3.2912	0.00049887
ZNF772	ENSG00000197128	19	-0.05284169418125944	-0.76076	0.7766
KIAA1919	ENSG00000173214	6	-0.0528521574114293	4.1801	1.4571e-05
BACH1	ENSG00000156273	21	-0.052909049295272265	1.864	0.031159
XYLB	ENSG00000093217	3	-0.05292913588281481	1.4788	0.069599
GADD45A	ENSG00000116717	1	-0.05293135962873127	0.82099	0.20583
C19orf55	ENSG00000167595	19	-0.05295828582571439		
TNFRSF21	ENSG00000146072	6	-0.052959181260164315	0.45919	0.32305
RNASET2	ENSG00000026297	6	-0.05296323495838946	-0.15170999999999998	0.56029
ENTPD5	ENSG00000187097	14	-0.052977476280628495	0.21513000000000002	0.41483000000000003
HIST1H2AJ	ENSG00000182611	6	-0.05302402730956909		
LOH12CR1	ENSG00000165714	12	-0.05305885877847677	0.62045	0.26748
COX15	ENSG00000014919	10	-0.05309272235282024	1.6155	0.053101
EMP3	ENSG00000142227	19	-0.05313300261993677	1.1059999999999999	0.13435999999999998
CRYBB1	ENSG00000100122	22	-0.05314248881315301	1.3085	0.095346
SLC9A9	ENSG00000181804	3	-0.05322353780336871	1.5769	0.057404
ZNF529	ENSG00000186020	19	-0.05325054113862915	2.2155	0.013364
CD6	ENSG00000013725	11	-0.05327293376362277	-0.70036	0.75815
KCNA7	ENSG00000104848	19	-0.05336795605398629	2.2981	0.010778
TRIM68	ENSG00000167333	11	-0.05337040636377878	-0.37867	0.64753
EFNA4	ENSG00000243364	1	-0.05340008327600297	1.5519999999999998	0.060332000000000004
ANXA6	ENSG00000197043	5	-0.0534337736821029	0.6798	0.24831999999999999
PRR11	ENSG00000068489	17	-0.053444569211523234	1.2115	0.11285
MADCAM1	ENSG00000099866	19	-0.053489415293184406	-0.9067	0.81772
EPB41L2	ENSG00000079819	6	-0.053561170867028655	2.9744	0.0014678
ARTN	ENSG00000117407	1	-0.05358581050941332	3.1696	0.00076325
CDC20	ENSG00000117399	1	-0.05367467894123963	5.0343	2.3983e-07
KIAA1257	ENSG00000114656	3	-0.053686821538735024	1.1422	0.1267
ZNF585A	ENSG00000196967	19	-0.05379469717614406	-0.78586	0.78403
MFI2	ENSG00000163975	3	-0.05381343947099365	-0.19376	0.57682
NTN5	ENSG00000142233	19	-0.0538309927841621	2.4237	0.0076816
CLIC5	ENSG00000112782	6	-0.053892167930324884	1.3840000000000001	0.083183
FAM129B	ENSG00000136830	9	-0.053926333530491366	2.0373	0.020809
TDRD9	ENSG00000156414	14	-0.053960761394921376	2.6776	0.003708
EFHC1	ENSG00000096093	6	-0.05398016624041475	0.43756000000000006	0.33085
PRIMPOL	ENSG00000164306	4	-0.05398304904347456	2.3445	0.0095263
CHRNA9	ENSG00000174343	4	-0.0540144576458908	0.84945	0.19780999999999999
HAS1	ENSG00000105509	19	-0.05412524074618782	0.8407100000000001	0.20026
CMTM2	ENSG00000140932	16	-0.05413721154229402	1.2545	0.10484
ITGB7	ENSG00000139626	12	-0.05414542940331135	1.1216	0.13101
TMEM253	ENSG00000232070	14	-0.054175787420287363	-0.51355	0.69622
PSMB3	ENSG00000108294	17	-0.05420716770453323	0.6329600000000001	0.26338
TMEM53	ENSG00000126106	1	-0.05421010368547535	1.5858	0.05639299999999999
CAPN3	ENSG00000092529	15	-0.05422329032790505	2.0726	0.019103
ESD	ENSG00000139684	13	-0.05428489638338382	-0.6996600000000001	0.75793
BATF	ENSG00000156127	14	-0.05433903559321245	1.1119	0.13308
DNAAF1	ENSG00000154099	16	-0.05439747372421246	0.34614	0.36462
SFRP2	ENSG00000145423	4	-0.05444305555429321	3.7804	7.8291e-05
ESYT3	ENSG00000158220	3	-0.054447140742368165	-0.58943	0.72221
TCFL5	ENSG00000101190	20	-0.05452180021771492	0.54218	0.29385
LRRC39	ENSG00000122477	1	-0.05462079368140959	1.008	0.15673
LEPROT	ENSG00000213625	1	-0.054631173050157286	1.1417	0.1268
DCDC2B	ENSG00000222046	1	-0.05464886380416599	-0.40601	0.65763
NHEJ1	ENSG00000187736	2	-0.054657632192592336	1.5201	0.064243
ZNF141	ENSG00000131127	4	-0.054680200236592535	-0.039178	0.51563
RALGPS2	ENSG00000116191	1	-0.0549231928694072	-2.0343	0.9790399999999999
ALDH7A1	ENSG00000164904	5	-0.0549343685568019	2.91	0.0018070999999999999
SPSB1	ENSG00000171621	1	-0.05494282863913865	1.2424	0.10705
WEE1	ENSG00000166483	11	-0.05496727031119175	-1.2411	0.89271
ZNF208	ENSG00000160321	19	-0.05500851878949351	-0.12671	0.5504100000000001
FECH	ENSG00000066926	18	-0.055071988771595685	-0.9822200000000001	0.8370000000000001
ALK	ENSG00000171094	2	-0.055073466523456696	1.9681	0.024528
FAM209B	ENSG00000213714	20	-0.055108045746594315	-1.3464	0.91091
GPN3	ENSG00000111231	12	-0.05526073757599602	5.7769	3.8035e-09
NKPD1	ENSG00000179846	19	-0.05527139550958436	-0.15307	0.56083
ZNF773	ENSG00000152439	19	-0.05529159068979688	0.9505299999999999	0.17092000000000002
CEP112	ENSG00000154240	17	-0.055299247209056435	0.73915	0.22991
ZNF691	ENSG00000164011	1	-0.05535593126522926	0.55772	0.28852
NFE2L2	ENSG00000116044	2	-0.05537771545841291	0.608	0.27159
FBXO48	ENSG00000204923	2	-0.05540698497231635	0.37692	0.35312
C1orf198	ENSG00000119280	1	-0.05541332714645132	-0.65641	0.74422
GRAP2	ENSG00000100351	22	-0.05543669393427965	0.34984	0.36323
KIAA1024	ENSG00000169330	15	-0.05549553515452305	1.8945	0.029082
GPR151	ENSG00000173250	5	-0.05550161768632305	0.81247	0.20826
ACADM	ENSG00000117054	1	-0.05555673966315078	1.2486	0.10590999999999999
CLDND2	ENSG00000160318	19	-0.055566036090491266	1.2345	0.1085
PMF1	ENSG00000160783	1	-0.05556743298919563	-0.5392100000000001	0.70513
CDO1	ENSG00000129596	5	-0.055614144328787474	-0.56216	0.713
LPP	ENSG00000145012	3	-0.0557038336640398	3.9922	3.2729e-05
ISL1	ENSG00000016082	5	-0.05571595515435301	0.5169699999999999	0.30259
CLGN	ENSG00000153132	4	-0.055724346608568114	0.5494899999999999	0.29134
C10ORF68	ENSG00000150076	10	-0.05574944167101095		
NTSR2	ENSG00000169006	2	-0.055800569908994783	-0.37872	0.64755
GDF1	ENSG00000130283	19	-0.05581091233611887	0.88364	0.18844
PDCL3	ENSG00000115539	2	-0.055827256779941145	-0.22988000000000003	0.59091
POLR3C	ENSG00000186141	1	-0.055837072414713466	0.31445	0.37659000000000004
OPN1SW	ENSG00000128617	7	-0.05590263028668657	2.9003	0.0018639
DPY19L2	ENSG00000177990	12	-0.05592604114246962	-0.28324	0.6115
NFU1	ENSG00000169599	2	-0.05595131842984243	0.46471	0.32106999999999997
SLC39A4	ENSG00000147804	8	-0.05595168976829025	1.8459999999999999	0.032445999999999996
CLEC18B	ENSG00000140839	16	-0.055984010605749694	1.8598	0.03146
TSHR	ENSG00000165409	14	-0.05606832214903353	0.83121	0.20293
ALG10	ENSG00000139133	12	-0.05618878380527783	-1.2549	0.8952399999999999
WDR89	ENSG00000140006	14	-0.05624971623215009	-1.0766	0.8591700000000001
NUP35	ENSG00000163002	2	-0.056251413319609984	-0.0074533	0.50297
COL7A1	ENSG00000114270	3	-0.05629235920169832	2.0551	0.019934
CBWD5	ENSG00000147996	9	-0.0563694459566674		
SLC22A14	ENSG00000144671	3	-0.05638622720488828	0.08369800000000001	0.46665
HSD17B11	ENSG00000198189	4	-0.056463533772251766	2.3146	0.010319
PPP1R18	ENSG00000146112	6	-0.05648135941372535	4.3908	5.6474e-06
NPIPB15	ENSG00000196436	16	-0.05654864724115645		
STARD10	ENSG00000214530	11	-0.056554328454423985	-0.8006800000000001	0.7883399999999999
ARSK	ENSG00000164291	5	-0.05662483490616192	-0.027458999999999997	0.51095
PRICKLE4	ENSG00000124593	6	-0.05664990723124583	1.0966	0.1364
L3HYPDH	ENSG00000126790	14	-0.05665788248919568	3.5867	0.00016743
ZNF785	ENSG00000197162	16	-0.05675881961007963	0.39532	0.3463
MTERFD3	ENSG00000120832	12	-0.05680904075185055		
FERMT2	ENSG00000073712	14	-0.05682664389572244	-0.98429	0.8375100000000001
MARC2	ENSG00000117791	1	-0.05696516698440654	1.6177	0.052868
ZNF17	ENSG00000186272	19	-0.05701276243185874	0.8152	0.20748000000000003
ZNF266	ENSG00000174652	19	-0.05702674163652099	0.11535	0.45408000000000004
ZNF101	ENSG00000181896	19	-0.05702715824002717	2.8234	0.0023756999999999997
TMEM30C	ENSG00000235156	3	-0.057043195599429976		
FRAT1	ENSG00000165879	10	-0.057101498999828436	1.0146	0.15515
RAB34	ENSG00000109113	17	-0.057227078369862815	-0.097949	0.53901
DEF6	ENSG00000023892	6	-0.057242532416271065	-0.20276	0.58034
NUBPL	ENSG00000151413	14	-0.05727961548667228	0.75112	0.22629000000000002
DFNB59	ENSG00000204311	2	-0.05734541820889043	0.43546	0.33161
ZNF596	ENSG00000172748	8	-0.057347188790875914	1.5942	0.055446
C1orf213	ENSG00000249087	1	-0.05736131659631355		
CBWD3	ENSG00000196873	9	-0.057370275899423985	0.75544	0.22499
ZNF350	ENSG00000256683	19	-0.0573770744989698	0.35991	0.35946
TCTN1	ENSG00000204852	12	-0.0574784429241213	5.6321	8.8989e-09
GINS1	ENSG00000101003	20	-0.057506929459061225	1.5256	0.063553
ADAMTS20	ENSG00000173157	12	-0.05756972330223085	-0.98444	0.83755
KCTD15	ENSG00000153885	19	-0.05757291938644703	-0.033558	0.51339
GPR149	ENSG00000174948	3	-0.0576239777191801	1.1256	0.13017
CCDC87	ENSG00000182791	11	-0.05764846350350963	2.8114	0.0024665
ZNF627	ENSG00000198551	19	-0.05769767976608251	4.1735	1.4995999999999998e-05
ZNF74	ENSG00000185252	22	-0.0576985130207808	-3.2131	0.99934
LTBP2	ENSG00000119681	14	-0.057739370260318224	2.7244	0.0032205
ARMC12	ENSG00000157343	6	-0.0577400371503518	1.1517	0.12473
ZNF841	ENSG00000197608	19	-0.057789054241510734	0.28137	0.38921
HIST2H2BE	ENSG00000184678	1	-0.057810828401513435	2.1518	0.015707
OTUD6B	ENSG00000155100	8	-0.05785311943723623	1.2092	0.11329000000000002
MPO	ENSG00000005381	17	-0.057871899499506024	3.0978	0.0009747
FSD2	ENSG00000186628	15	-0.05787284713389972	2.6578	0.0039324
RPS23	ENSG00000186468	5	-0.057980183783473735	2.187	0.014371
AKIP1	ENSG00000166452	11	-0.05798056619366819	0.65172	0.25729
SLC6A4	ENSG00000108576	17	-0.05808078094046749	2.8111	0.0024686
TEAD1	ENSG00000187079	11	-0.058106193524243475	0.25836	0.39807
ZNF519	ENSG00000175322	18	-0.0581221251346102	0.23184000000000002	0.40833
EPB41L4B	ENSG00000095203	9	-0.058146759385315314	0.9611799999999999	0.16823
P4HA3	ENSG00000149380	11	-0.058152207152132124	2.6769	0.0037149
MARVELD1	ENSG00000155254	10	-0.05823751630515658	0.74678	0.2276
HIST1H2BD	ENSG00000158373	6	-0.0582907238375019	7.7887	3.3861999999999993e-15
DNAJC25	ENSG00000059769	9	-0.05832896690398996	0.75217	0.22596999999999998
FAIM	ENSG00000158234	3	-0.05835789535506944	0.54501	0.29286999999999996
TMEM194B	ENSG00000189362	2	-0.05836237247388878	0.8466100000000001	0.19860999999999998
C14orf37	ENSG00000139971	14	-0.05847527181806949	-1.2238	0.88949
ECI2	ENSG00000198721	6	-0.058537537912069774	2.5266	0.005758
DENND3	ENSG00000105339	8	-0.05859395009934772	1.3187	0.093628
ZNF132	ENSG00000131849	19	-0.05867919332796144	0.43137	0.3331
IQCA1	ENSG00000132321	2	-0.058722542087547035	1.5572	0.059713
BRCA1	ENSG00000012048	17	-0.05875003224715832	1.9417	0.026088999999999998
WDR27	ENSG00000184465	6	-0.0587663908302308	0.3087	0.37878
VRK2	ENSG00000028116	2	-0.05878225552903904	7.121	5.3574e-13
TICAM2	ENSG00000243414	5	-0.05886542945697959	3.2366	0.00060486
C9orf163	ENSG00000196366	9	-0.05887344160003698	0.83147	0.20285
LRTM1	ENSG00000144771	3	-0.05888546819155841	0.33408000000000004	0.36916
TF	ENSG00000091513	3	-0.05891979998282555	1.1633	0.12236
TMEM136	ENSG00000181264	11	-0.05894874706113845	1.7424	0.040715
VSX2	ENSG00000119614	14	-0.058991794561177924	0.78633	0.21584
HMHA1	ENSG00000180448	19	-0.05900552684918005	1.1095	0.1336
ADAMTS8	ENSG00000134917	11	-0.059013619936257075	-0.9761200000000001	0.8355
ENTPD7	ENSG00000198018	10	-0.05912595116996176	1.9173	0.0276
HAPLN2	ENSG00000132702	1	-0.05913395398380865	-0.13777	0.55479
PPP3R1	ENSG00000221823	2	-0.05913890719925926	2.8198	0.0024023000000000004
ZBED3	ENSG00000132846	5	-0.059153337440104176	0.47433000000000003	0.31763
GINS4	ENSG00000147536	8	-0.05918315677835882	0.5814600000000001	0.28046
RPLP1	ENSG00000137818	15	-0.0592410025280227	1.2914	0.09827799999999999
IL6ST	ENSG00000134352	5	-0.0593419082215934	-0.11895	0.5473399999999999
ACOXL	ENSG00000153093	2	-0.05944963777082336	0.9480299999999999	0.17156
TFAP2A	ENSG00000137203	6	-0.05951232595682447	-0.47977	0.6843
ERI1	ENSG00000104626	8	-0.059572834478735966	2.3972	0.0082604
C10orf105	ENSG00000214688	10	-0.059602948978549834	0.77099	0.22036
NAA11	ENSG00000156269	4	-0.0596096122142454	2.3472	0.0094582
SPATA13	ENSG00000182957	13	-0.05962188856711555	-0.037986	0.51515
RPL23A	ENSG00000198242	17	-0.05963274120846125	-0.76702	0.77846
TGIF2	ENSG00000118707	20	-0.05966210953384817	1.9938	0.023086000000000002
ZNF44	ENSG00000197857	19	-0.059665652097029474	2.6307	0.0042607
MAP10	ENSG00000212916	1	-0.059696458950557287	-1.0353	0.8497399999999999
ZNF227	ENSG00000131115	19	-0.059697206286080065	0.24683000000000002	0.40252
RASL10B	ENSG00000141150	17	-0.059707115880904486	0.15992	0.43646999999999997
TRPV5	ENSG00000127412	7	-0.05988652515199624	2.2059	0.013696000000000002
IGF2BP2	ENSG00000073792	3	-0.0599437637231193	2.2495	0.012241
COL22A1	ENSG00000169436	8	-0.059996650721156425	2.9191	0.001755
VSIG8	ENSG00000243284	1	-0.060008834368124375	-0.8452299999999999	0.80101
C11orf94	ENSG00000234776	11	-0.06005343544033705		
C16orf90	ENSG00000215131	16	-0.06008893141959795	0.92515	0.17744000000000001
HIST1H3A	ENSG00000198366	6	-0.060107048929794876	-0.18835	0.5747
PCCA	ENSG00000175198	13	-0.060140953212853274	-0.052092999999999993	0.52077
TAF1A	ENSG00000143498	1	-0.06017670633073085	0.6200600000000001	0.26761
LDHB	ENSG00000111716	12	-0.06021281688714108	-0.54189	0.70605
ICAM4	ENSG00000105371	19	-0.060214619218563185		
SETMAR	ENSG00000170364	3	-0.06021663211235144	1.757	0.039456
DAPK2	ENSG00000035664	15	-0.06025192121173106	1.4442	0.07434500000000001
ZNF493	ENSG00000196268	19	-0.060337464090871686	1.2936	0.0979
TMEM194A	ENSG00000166881	12	-0.060351918207391865	2.9318	0.0016851
CDCA8	ENSG00000134690	1	-0.06038787939858298	1.6822	0.04627
GPSM2	ENSG00000121957	1	-0.06040989702728278	-1.0883	0.8617600000000001
ADA	ENSG00000196839	20	-0.06043845072888465	1.8246	0.034029000000000004
ACSBG1	ENSG00000103740	15	-0.060488630701605824	0.78583	0.21598
ADAM20	ENSG00000134007	14	-0.060557475220458436	-0.83288	0.7975399999999999
ZNF547	ENSG00000152433	19	-0.06057178415678121	1.6380000000000001	0.050713
LMAN1L	ENSG00000140506	15	-0.060595530196816474	3.1689999999999996	0.00076487
ZDHHC11	ENSG00000188818	5	-0.06062841457625851	-0.31511999999999996	0.62367
NT5C1A	ENSG00000116981	1	-0.060650090440432076	0.54422	0.29314
CAPS	ENSG00000105519	19	-0.060678020879300826	0.78617	0.21588000000000002
TRMT44	ENSG00000155275	4	-0.060683550174103464	0.6542600000000001	0.25647
C1orf167	ENSG00000215910	1	-0.06070682588510371	1.3352	0.090905
WFS1	ENSG00000109501	4	-0.060755835072161875	0.8699899999999999	0.19215
SAMD15	ENSG00000100583	14	-0.06077451416988159	1.5015	0.066618
USP6NL	ENSG00000148429	10	-0.06080752292782464	-0.28365999999999997	0.6116699999999999
DUOX1	ENSG00000137857	15	-0.0608293357337037	-1.0239	0.84706
ORAI1	ENSG00000182500	12	-0.06091353112597929	0.34591	0.3647
C5	ENSG00000106804	9	-0.060993523422728714	2.4285	0.0075801
DAO	ENSG00000110887	12	-0.061089930704369286	0.8013899999999999	0.21145
USP43	ENSG00000154914	17	-0.061121108551342965	-0.39199	0.65247
ZNF133	ENSG00000125846	20	-0.061141105807872013	0.47222	0.31838
FAM185A	ENSG00000222011	7	-0.0611753664608292	0.0019030000000000002	0.49923999999999996
ATG9B	ENSG00000181652	7	-0.06122844349654623	1.3508	0.088376
CDHR2	ENSG00000074276	5	-0.06126492586257533	0.7744800000000001	0.21932
DUSP19	ENSG00000162999	2	-0.061265525956514785	-0.028376	0.51132
LY6G5C	ENSG00000204428	6	-0.061294691566554226	1.8554	0.031767000000000004
ZNF333	ENSG00000160961	19	-0.06133151495681141	0.7975300000000001	0.21256999999999998
CD226	ENSG00000150637	18	-0.06133826681490459	-0.055915999999999993	0.5223
ZNF154	ENSG00000179909	19	-0.061398377448123674	-1.5007	0.93329
IGF2R	ENSG00000197081	6	-0.061462051580534374	-0.042813	0.51707
PPBP	ENSG00000163736	4	-0.06152022844312515	0.32227	0.37362
WARS2	ENSG00000116874	1	-0.06153977251124618	0.5895100000000001	0.27776
KCTD9	ENSG00000104756	8	-0.06156830462410848	0.59768	0.27503
ZNF780A	ENSG00000197782	19	-0.0615792964779156	-1.2844	0.90049
ADAMTS7	ENSG00000136378	15	-0.06161936494003504	3.7284	9.6349e-05
EID3	ENSG00000255150	12	-0.06165373165504773	2.6883	0.0035908999999999997
B3GALTL	ENSG00000187676	13	-0.06165630347583554	-0.38418	0.64958
FAM188B	ENSG00000106125	7	-0.061688361529100136	-1.9286	0.97311
CASZ1	ENSG00000130940	1	-0.06169147737616128	0.58229	0.28019
CLDN18	ENSG00000066405	3	-0.06171329438681785	0.23506999999999997	0.40708
PACSIN3	ENSG00000165912	11	-0.0617165952489478	4.2654	9.9751e-06
C16orf92	ENSG00000167194	16	-0.061734987281169475	2.2394	0.012565
INCA1	ENSG00000196388	17	-0.061740313286284425	-0.15475999999999998	0.5615
UCP2	ENSG00000175567	11	-0.06174939773980539	0.59634	0.27547
PRSS36	ENSG00000178226	16	-0.06176462459678679	-0.35044000000000003	0.637
TIGD6	ENSG00000164296	5	-0.061846442100670536	0.7227899999999999	0.2349
SPATA24	ENSG00000170469	5	-0.06201328083240769	0.5616800000000001	0.28717
SYCE1L	ENSG00000205078	16	-0.062052901152819924	-1.6439	0.9499
SMO	ENSG00000128602	7	-0.06206409179140385	-0.31801999999999997	0.62476
XDH	ENSG00000158125	2	-0.06215385828996067	0.9098700000000001	0.18144000000000002
ZNF470	ENSG00000197016	19	-0.062156734773763864	1.8875	0.029547000000000004
C19orf67	ENSG00000188032	19	-0.062229208154229776	-0.82878	0.7963899999999999
CLDN10	ENSG00000134873	13	-0.0622388482458082	1.2057	0.11397
TRPM6	ENSG00000119121	9	-0.06226071952964305	3.5044	0.00022885
TUBA1C	ENSG00000167553	12	-0.062319454644050414	1.024	0.15292
LRRC48	ENSG00000171962	17	-0.062405600000808324	4.2383	1.1261e-05
HIBCH	ENSG00000198130	2	-0.06249196630786068	-1.909	0.9718700000000001
MXRA7	ENSG00000182534	17	-0.062554798287492	2.4012	0.00817
SIGIRR	ENSG00000185187	11	-0.06257852869418645	1.1716	0.12068
AFF1	ENSG00000172493	4	-0.06258252018540668	2.5380000000000003	0.0055745
PLD2	ENSG00000129219	17	-0.0626034380286645	1.389	0.08242100000000001
ZNF696	ENSG00000185730	8	-0.0626071220593115	-0.15943	0.56334
SPATA21	ENSG00000187144	1	-0.06263251090637573	0.52504	0.29978
TRIM36	ENSG00000152503	5	-0.06264551308742508	-0.055607000000000004	0.52217
RABL3	ENSG00000144840	3	-0.06268494844319422	0.070241	0.47200000000000003
PLAC8L1	ENSG00000173261	5	-0.06268813533806057	-0.48603	0.68653
RIPK2	ENSG00000104312	8	-0.06270665134388821	0.046508	0.48145
C10orf67	ENSG00000179133	10	-0.06272904754799348	2.9203	0.0017488
EPS8L1	ENSG00000131037	19	-0.06274811607175587	-0.39083	0.65204
GNB3	ENSG00000111664	12	-0.06274893703307463	1.6582	0.048643
HAUS1	ENSG00000152240	18	-0.0627590932036309	0.92256	0.17812
CHP2	ENSG00000166869	16	-0.06278993484254075	0.55953	0.2879
FUCA2	ENSG00000001036	6	-0.06279048519557627	-0.50976	0.69489
LRRC34	ENSG00000171757	3	-0.06287051832054359	-0.662	0.7460100000000001
FASTKD3	ENSG00000124279	5	-0.06290025723297665	0.53823	0.29521
ANTXR1	ENSG00000169604	2	-0.0629135755815733	0.8608	0.19468
TTF2	ENSG00000116830	1	-0.06294990435690655	0.9021	0.1835
FILIP1	ENSG00000118407	6	-0.06301016578993217	-1.1403	0.8729100000000001
TPMT	ENSG00000137364	6	-0.06309976538473566	1.0429	0.1485
PVR	ENSG00000073008	19	-0.06315475705361033	0.90076	0.18386
ANKRD61	ENSG00000157999	7	-0.06317623981792632	1.636	0.050924000000000004
ZNF708	ENSG00000182141	19	-0.06328421768978094	1.7233	0.042417
CTSZ	ENSG00000101160	20	-0.06330340441376593	-0.4557	0.6757
ALG6	ENSG00000088035	1	-0.06330760441692074	0.27225	0.39271999999999996
EBPL	ENSG00000123179	13	-0.06331692760285515	1.2077	0.11358
LRRC55	ENSG00000183908	11	-0.06338131557977685	0.80518	0.21036
CENPH	ENSG00000153044	5	-0.0633989435204882	-1.1338	0.87156
NDUFA4L2	ENSG00000185633	12	-0.06348867621283405	1.71	0.04363
TEKT5	ENSG00000153060	16	-0.06349327249669053	0.64379	0.25986
ALDH3A2	ENSG00000072210	17	-0.06356567435584194	0.17875	0.42907
LIMK2	ENSG00000182541	22	-0.06357993912575761	2.5539	0.005326600000000001
PNPO	ENSG00000108439	17	-0.06358156269339227	-0.12634	0.55027
NME2	ENSG00000011052	17	-0.06363983851540966	1.5854	0.056438
NRG4	ENSG00000169752	15	-0.06365874426610299	0.77005	0.22063000000000002
CDKL4	ENSG00000205111	2	-0.06372368450040347	1.9649	0.024715
PLK4	ENSG00000142731	4	-0.06382054621074787	-1.4214	0.9224100000000001
GPR146	ENSG00000164849	7	-0.06383373020870907	-0.5122399999999999	0.69576
TBC1D2	ENSG00000095383	9	-0.06388033458011333	2.9531	0.0015732
GP5	ENSG00000178732	3	-0.06388553749628115	0.69445	0.2437
EXO5	ENSG00000164002	1	-0.06389466173749407	2.5005	0.0062005
LMO1	ENSG00000166407	11	-0.06393088038953468	-0.29838000000000003	0.61729
C17orf72	ENSG00000224383	17	-0.06398151080923876		
SLC18A1	ENSG00000036565	8	-0.06399674797014268	0.54784	0.2919
CD160	ENSG00000117281	1	-0.06400448459615593	0.29796999999999996	0.38286
GLIPR1L2	ENSG00000180481	12	-0.06411860989440282	0.57923	0.28121999999999997
SH2D4B	ENSG00000178217	10	-0.06412265754630618	2.2356	0.012689
BMF	ENSG00000104081	15	-0.0641366712486564	-1.6388	0.94937
SLC10A1	ENSG00000100652	14	-0.06423869065293739	1.7119	0.043456
POMZP3	ENSG00000146707	7	-0.06427447732954146	0.76042	0.2235
ZNF548	ENSG00000188785	19	-0.0643021848418277	1.1667	0.12167
HEBP1	ENSG00000013583	12	-0.06440003943888459	1.6891	0.045596
GPC2	ENSG00000213420	7	-0.06446712775051752	0.97291	0.1653
LIMS1	ENSG00000169756	2	-0.06449352084618319	-0.63357	0.73682
RPL35	ENSG00000136942	9	-0.064509644273659	0.41615	0.33865
TUBA8	ENSG00000183785	22	-0.06464094506179205	-0.011271	0.5045
DOK7	ENSG00000175920	4	-0.06464610002227057	1.0152	0.155
C14orf178	ENSG00000197734	14	-0.06467909631547829	0.82775	0.20390999999999998
TEKT1	ENSG00000167858	17	-0.0647297564536378	0.90843	0.18183
ZC2HC1C	ENSG00000119703	14	-0.06477808617909138	-1.7273	0.95794
HIST1H4I	ENSG00000198339	6	-0.06491066428778694	-0.9801700000000001	0.8365
ZBTB3	ENSG00000185670	11	-0.06493779218794979	-1.4278	0.9233299999999999
PFN4	ENSG00000176732	2	-0.06495390547868743	1.2108	0.11299000000000001
NBPF1	ENSG00000219481	1	-0.06496889986412811	0.016173	0.49355
TRPM2	ENSG00000142185	21	-0.0650258374750525	0.31509000000000004	0.37635
FPGT	ENSG00000254685	1	-0.06506650609467264	1.4288	0.076534
MEIOB	ENSG00000162039	16	-0.06511192983032561	1.7762	0.037854
RIBC2	ENSG00000128408	22	-0.06522826470692415	-0.16191	0.5643100000000001
RPS25	ENSG00000118181	11	-0.06523366867592936	2.0076	0.022341999999999997
FAM71F1	ENSG00000135248	7	-0.0652709340471224	0.97919	0.16374
TUBB3	ENSG00000198211	16	-0.06529990330940053	1.7588	0.039304
DCLRE1B	ENSG00000118655	1	-0.06532069874201872	0.33537	0.36867
PTPN6	ENSG00000111679	12	-0.06538588913817976	1.9853	0.023555
SULT6B1	ENSG00000138068	2	-0.06540640899596316	3.5935	0.00016311
AQP1	ENSG00000240583	7	-0.06542890741493437	1.9484	0.025682
CYP11A1	ENSG00000140459	15	-0.06552794493501574	2.0807	0.01873
NR1I3	ENSG00000143257	1	-0.06555837598650921	0.13292	0.44713
PLA2G1B	ENSG00000170890	12	-0.06563103956599754	2.3944	0.008323100000000002
PAQR9	ENSG00000188582	3	-0.06565015275907926	0.8849299999999999	0.1881
MCEE	ENSG00000124370	2	-0.0656838139004632	0.72936	0.23289
CCDC116	ENSG00000161180	22	-0.06570283891604672	0.8850299999999999	0.18807000000000001
FEZF1	ENSG00000128610	7	-0.06570456620373549	3.1276	0.00088108
FGD4	ENSG00000139132	12	-0.06574645680944691	0.32359	0.37312
RECQL	ENSG00000004700	12	-0.06580543258761176	0.33150999999999997	0.37013
BCL2L10	ENSG00000137875	15	-0.06581940291478201	0.5562600000000001	0.28902
ZNF33A	ENSG00000189180	10	-0.06582524839024834	-0.76642	0.7782899999999999
MRE11A	ENSG00000020922	11	-0.0658325308028661	0.57722	0.2819
LSM2	ENSG00000204392	6	-0.06598077749341373	6.1094	5e-10
PP2D1	ENSG00000183977	3	-0.0659878534476986	2.8152	0.002437
CCNI2	ENSG00000205089	5	-0.0660802512716369	1.7289	0.041917
VAV2	ENSG00000160293	9	-0.06611659058539053	-1.0343	0.84951
DKKL1	ENSG00000104901	19	-0.0661255989453366	-1.0597	0.85536
GP6	ENSG00000088053	19	-0.06616626376891455	0.031414	0.48746999999999996
MYL7	ENSG00000106631	7	-0.06618169864210828	0.31956	0.37465
PCBD1	ENSG00000166228	10	-0.06621628781742203	0.31566	0.37613
ZNF709	ENSG00000242852	19	-0.0662380148904907	1.3217	0.09313099999999999
