dataset,compartment,stratum,age_group,metric,n_donor,point,ci_lo,ci_hi,n_young,n_old,power_at_d_observed,mannwhitney_p
HLMA,Immune,within_tech_snRNA,young,total_load_caveat,3,-49.63208265677567,-138.63653436155545,-4.678498230555227,,,,
HLMA,Immune,within_tech_snRNA,old,mean_SASP,10,0.05622910141325434,-0.034612974500562894,0.17704190589736796,,,,
HLMA,Immune,within_tech_snRNA,old,SASP_high_fraction,10,0.46788635676456086,0.34083921880630863,0.6126451672418017,,,,
HLMA,Immune,within_tech_snRNA,old,senescence_score,10,-0.022193254207676656,-0.035239089433713226,-0.009135038945269482,,,,
HLMA,Immune,within_tech_snRNA,old,total_load_caveat,10,151.54013157558163,-58.774561046884074,504.29143053715717,,,,
HLMA,Immune,within_tech_snRNA,old_vs_young_effect,mean_SASP,13,0.8221416067279427,0.521063221160733,1.6035756068639528,3.0,10.0,0.20761694662490282,0.04895104895104895
HLMA,Immune,within_tech_snRNA,old_vs_young_effect,SASP_high_fraction,13,1.3345982510027345,0.9233153923033183,2.346912367723151,3.0,10.0,0.45630868695108523,0.013986013986013986
HLMA,Immune,within_tech_snRNA,old_vs_young_effect,senescence_score,13,0.51574685597685,-0.20289250377474288,1.8683924593927452,3.0,10.0,0.11066476985578019,0.2867132867132867
HLMA,Immune,within_country_China,young,mean_SASP,4,-0.014924576352235312,-0.09397464953568271,0.10974030368618495,,,,
HLMA,Immune,within_country_China,young,SASP_high_fraction,4,0.3295235353321677,0.17931553153331845,0.6106229497221665,,,,
HLMA,Immune,within_country_China,young,senescence_score,4,-0.027435111000769986,-0.034310130939561354,-0.01641005089344023,,,,
HLMA,Immune,within_country_China,young,total_load_caveat,4,-21.299497728065717,-105.1470253288054,46.6040682359093,,,,
HLMA,Immune,within_country_China,old,mean_SASP,9,0.06918393823546772,-0.030938680494834024,0.19759707319725628,,,,
HLMA,Immune,within_country_China,old,SASP_high_fraction,9,0.493947803812475,0.3610014355002417,0.6411259601982117,,,,
HLMA,Immune,within_country_China,old,senescence_score,9,-0.025633466790236814,-0.03847203881622599,-0.014001393130504356,,,,
HLMA,Immune,within_country_China,old,total_load_caveat,9,168.5791387394907,-71.13895107248611,530.2938386946273,,,,
HLMA,Immune,within_country_China,old_vs_young_effect,mean_SASP,13,0.5007021399435208,-0.6940832194523953,1.5318625065654836,4.0,9.0,0.1188040289292074,0.1986013986013986
