compartment,direction,rank,gene_symbol,log2FC,wald_stat,p_value,ensg_versioned
FAP,DOWN,95,PDGFRA,-0.9535630901722704,-3.340595523829318,0.0008359891670357,ENSG00000134853.12
FAP,DOWN,96,NBPF2P,-1.6302498321821062,-3.331068763921841,0.0008651322866306,ENSG00000227001.3
FAP,DOWN,97,APCDD1L,-2.752522190538385,-3.32468382205101,0.0008851885825298,ENSG00000198768.11
FAP,DOWN,98,AL021026.1,-3.0886439068359803,-3.3169980776069656,0.0009099024257974,
FAP,DOWN,99,RHOBTB2,-1.9216940726964595,-3.30751767774596,0.0009412677085786,ENSG00000008853.18
FAP,DOWN,100,CLIC5,-1.8758381091891945,-3.2990665544160307,0.0009700690911302,ENSG00000112782.19
MuSC,UP,1,SNORD3C,43.2808512266689,7.723589468939224,1.1309869935533256e-14,ENSG00000264940.4
MuSC,UP,2,HBA2,5.616832508260282,5.830584019194384,5.5233719345702984e-09,ENSG00000188536.13
MuSC,UP,3,LMO3,4.772144213050346,5.559896595325191,2.6993453324953355e-08,ENSG00000048540.14
MuSC,UP,4,HBA1,7.231240380907153,5.151133350364714,2.589170012742743e-07,ENSG00000206172.8
MuSC,UP,5,PLA2G2A,6.281727200454868,5.0574534812844565,4.248920291710423e-07,ENSG00000188257.12
MuSC,UP,6,CORO6,1.217109274171959,4.870999273301225,1.110352484222307e-06,ENSG00000167549.19
MuSC,UP,7,ZNF676,3.2782350719702644,4.854020866452911,1.2098299781889751e-06,ENSG00000196109.6
MuSC,UP,8,PAK1,1.4760460456235085,4.8239065792809885,1.407733724676909e-06,ENSG00000149269.10
MuSC,UP,9,GALNT15,3.3390956123775424,4.685886858088038,2.787502300975481e-06,ENSG00000131386.20
MuSC,UP,10,TNXB,2.775837979107575,4.619400934038844,3.848495719344947e-06,ENSG00000168477.19
MuSC,UP,11,HBB,4.740471686589514,4.442985910514436,8.871897759854884e-06,ENSG00000244734.4
MuSC,UP,12,DUXAP9,6.042925047130543,4.394154841339812,1.1120453477983909e-05,ENSG00000225210.10
MuSC,UP,13,MME,3.3239147988305846,4.1205645226287295,3.779452013734632e-05,ENSG00000196549.13
MuSC,UP,14,TNC,4.100498737646567,3.9587321318030937,7.53486859256102e-05,ENSG00000041982.16
MuSC,UP,15,SLC1A3,2.743571201939888,3.9215805200962577,8.797004153892844e-05,ENSG00000079215.15
MuSC,UP,16,SPATA18,2.886165518247923,3.8994239889799607,9.642180075194494e-05,ENSG00000163071.11
MuSC,UP,17,SERF1A,4.175376466986763,3.8527801291831176,0.0001167842501635,ENSG00000172058.16
MuSC,UP,18,ASPHD1,3.3294559496618583,3.8499968889688327,0.0001181193251514,ENSG00000174939.10
MuSC,UP,19,PTGFR,3.300051943390206,3.844257362883557,0.0001209180557322,ENSG00000122420.10
MuSC,UP,20,ANK3,2.118796023827224,3.824848343425885,0.0001308526108708,ENSG00000151150.22
MuSC,UP,21,SLPI,3.657988218273161,3.806834622607478,0.0001407568007518,ENSG00000124107.5
MuSC,UP,22,NMRK1,1.547784436384506,3.8016216626020354,0.0001437521209412,ENSG00000106733.21
MuSC,UP,23,FBXO32,1.3664886039709687,3.7903662739726016,0.0001504253016008,ENSG00000156804.7
MuSC,UP,24,LINC02609,1.452765444963244,3.773523821897144,0.0001609578424248,
MuSC,UP,25,C2,1.7943459521174834,3.7645114275941287,0.0001668750370993,ENSG00000166278.15
MuSC,UP,26,NPY,5.406826355718333,3.747981765600324,0.000178263210329,ENSG00000122585.7
MuSC,UP,27,SLC6A15,5.100701688883674,3.724236102019317,0.0001959075192653,ENSG00000072041.16
MuSC,UP,28,OAS1,3.54604642825072,3.711899621215532,0.0002057095709957,ENSG00000089127.15
MuSC,UP,29,CPNE8,1.7120636965851153,3.710269598026688,0.0002070386484942,ENSG00000139117.14
MuSC,UP,30,SAA1,5.958740899820951,3.699078819048112,0.0002163834010415,ENSG00000173432.13
MuSC,UP,31,FAM27C,1.4573562005609029,3.6978909812289817,0.0002173982137676,ENSG00000154537.4
MuSC,UP,32,PRUNE2,2.358083062521498,3.6908941419294834,0.0002234671300098,ENSG00000106772.19
MuSC,UP,33,AL691403.1,4.614052063484602,3.683282629388573,0.0002302496306255,
MuSC,UP,34,PKD1L2,2.817740689519986,3.6671635350805913,0.0002452559518028,ENSG00000166473.17
MuSC,UP,35,AC096531.2,5.030162179618002,3.6665719303079753,0.0002458237939223,
MuSC,UP,36,CRYBG1,2.545944058228495,3.660808240001892,0.0002514208824063,
MuSC,UP,37,CYP1B1,4.125344252470322,3.657721614289624,0.0002544672119361,ENSG00000138061.12
MuSC,UP,38,HOXB3,2.1757522947903603,3.650407270411822,0.0002618248231857,ENSG00000120093.12
MuSC,UP,39,SLC10A1,4.511295767557924,3.636644300035878,0.0002762129366463,ENSG00000100652.4
MuSC,UP,40,AL353138.1,4.5464232398174,3.635732066632879,0.000277192324737,
MuSC,UP,41,THRB,1.91801803851316,3.633512418352536,0.0002795889839217,ENSG00000151090.20
MuSC,UP,42,SLC22A3,2.871578295258552,3.6286612602395065,0.000284894767781,ENSG00000146477.6
MuSC,UP,43,KCTD13,1.2476682662574403,3.6109045369701938,0.0003051309666449,ENSG00000174943.11
MuSC,UP,44,ADAMTSL4,2.301921663092292,3.609894082506896,0.000306322061635,ENSG00000143382.16
MuSC,UP,45,PRICKLE3,1.9607454329499463,3.607447585070791,0.0003092239791051,ENSG00000012211.13
MuSC,UP,46,SPON2,1.10513959630427,3.597939249786959,0.0003207485105735,ENSG00000159674.12
MuSC,UP,47,RORB,1.5703050041744198,3.595856347602946,0.0003233261947741,ENSG00000198963.10
MuSC,UP,48,PDGFRB,2.4920282704732406,3.583879530758272,0.0003385282694991,ENSG00000113721.14
MuSC,UP,49,FAT1,1.551425226339186,3.5775727784132187,0.0003467996752891,ENSG00000083857.15
MuSC,UP,50,KCNJ8,3.106494948857383,3.577133450674401,0.000347382847226,ENSG00000121361.5
MuSC,UP,51,ANPEP,5.601737384085682,3.571890154507236,0.0003544140687097,ENSG00000166825.15
MuSC,UP,52,CMTM7,1.886740265028704,3.558946289077644,0.0003723456612366,ENSG00000153551.14
MuSC,UP,53,ZNF385B,2.1679239543263864,3.5484011666006663,0.0003875774216843,ENSG00000144331.20
MuSC,UP,54,MCTP2,2.2600994253772413,3.544956777722439,0.0003926774713558,ENSG00000140563.14
MuSC,UP,55,FGFR4,1.0775845782915354,3.5279575582691582,0.0004187792965692,ENSG00000160867.15
MuSC,UP,56,ZNF608,1.0330122691101864,3.5256830550769425,0.0004223921479101,ENSG00000168916.16
MuSC,UP,57,PAG1,0.9924988222900014,3.511096475326972,0.0004462624105542,ENSG00000076641.4
MuSC,UP,58,TLE1,2.085940141063426,3.509602120272768,0.0004487776892113,ENSG00000196781.16
MuSC,UP,59,HMGCL,1.5494996120036122,3.49954076075458,0.0004660603428456,ENSG00000117305.15
MuSC,UP,60,MAN2A1,0.8433418003376165,3.4922211379478663,0.0004790214869601,ENSG00000112893.10
MuSC,UP,61,SFRP1,5.095417612687754,3.489991442131473,0.0004830360152384,ENSG00000104332.12
MuSC,UP,62,AC239798.2,3.9601778112815023,3.4775935259865,0.0005059365123961,
MuSC,UP,63,TCF23,4.054653016408553,3.471761994878674,0.000517054523762,ENSG00000163792.6
MuSC,UP,64,AC008915.2,2.454634519181956,3.471063139368491,0.0005184020901339,
MuSC,UP,65,OAS2,4.904965759525346,3.4687176637690085,0.0005229487140138,ENSG00000111335.14
MuSC,UP,66,EFNA5,4.419754883793203,3.463499109532713,0.0005331983597975,ENSG00000184349.14
MuSC,UP,67,RPL23AP2,6.9204707918229325,3.462305721160845,0.0005355684183057,ENSG00000225067.4
MuSC,UP,68,PRKAR2A,0.88867718882624,3.451004705771223,0.000558503831251,ENSG00000114302.16
MuSC,UP,69,KCND2,3.135315031106782,3.4359629519619266,0.000590451709236,ENSG00000184408.10
MuSC,UP,70,LINC02365,3.4680088398550666,3.426839812415221,0.0006106491835437,
MuSC,UP,71,HOXB4,3.155689357208543,3.4040624075578045,0.0006639158291633,ENSG00000182742.6
MuSC,UP,72,MYF6,1.653003129381442,3.4036849763475643,0.0006648338079309,ENSG00000111046.4
MuSC,UP,73,RGPD3,4.0185216876112975,3.3986065975011184,0.0006773006319338,ENSG00000153165.18
MuSC,UP,74,KCNC4,1.5221976657547096,3.396414932503496,0.0006827477564904,ENSG00000116396.15
MuSC,UP,75,SETD1B,1.052738746528292,3.3899190065340177,0.0006991327613096,ENSG00000139718.12
MuSC,UP,76,LTC4S,3.092033058287436,3.3872774195080377,0.0007058996941474,
MuSC,UP,77,EDNRA,2.61003531980036,3.386156659045676,0.0007087890851709,ENSG00000151617.17
MuSC,UP,78,NUDT12,1.4770642362692104,3.3691397104021417,0.000754031982994,ENSG00000112874.10
MuSC,UP,79,PARP10,1.7594763645309006,3.3538257750189198,0.0007970252995208,ENSG00000178685.14
MuSC,UP,80,FBXO27,2.2159442581452398,3.3482353763671675,0.0008132790696055,ENSG00000161243.9
MuSC,UP,81,PDCD6IPP2,3.401059663580255,3.343257674338203,0.0008280097569044,ENSG00000261377.6
MuSC,UP,82,MAN1A1,2.1785602131796264,3.338788497586678,0.0008414460431122,ENSG00000111885.7
MuSC,UP,83,RUNX1T1,1.5941611425745426,3.336811255003489,0.0008474547815169,ENSG00000079102.16
MuSC,UP,84,MIR34AHG,3.4134206898740245,3.3297330750346394,0.0008692927510753,ENSG00000228526.7
MuSC,UP,85,DEFB1,6.298473277761896,3.3219975132445168,0.0008937549040272,ENSG00000164825.3
MuSC,UP,86,MYOF,1.2856523180112305,3.308352296012988,0.0009384667367116,ENSG00000138119.17
MuSC,UP,87,RNF168,1.019352192648304,3.294220440747989,0.0009869506440987,ENSG00000163961.4
MuSC,UP,88,IGFN1,1.539213789928465,3.291825055289408,0.000995395107698,ENSG00000163395.17
MuSC,UP,89,ATP6V0A1,0.896488780862379,3.2859088470793933,0.0010165389997128,ENSG00000033627.17
MuSC,UP,90,AC099560.1,4.861993099958628,3.281337095239011,0.0010331618621539,
MuSC,UP,91,HMGA2,3.1755442864421703,3.2777104800182406,0.0010465267492624,ENSG00000149948.13
MuSC,UP,92,SLC16A7,1.3842060120932336,3.2773928671881998,0.0010477048096269,ENSG00000118596.12
MuSC,UP,93,COL19A1,3.138930258809893,3.2725339414313632,0.0010658807401363,ENSG00000082293.13
MuSC,UP,94,TCIRG1,1.5564462402209127,3.26819031793388,0.0010823755573851,ENSG00000110719.10
MuSC,UP,95,NME5,3.6813429293697526,3.264672690880757,0.0010959063517906,ENSG00000112981.4
MuSC,UP,96,ZNF852,1.6816217754098963,3.260068686101831,0.0011138523601983,ENSG00000178917.17
MuSC,UP,97,AL450405.1,4.20915584186523,3.2555304458674565,0.0011318076091558,
MuSC,UP,98,PCSK1,3.97620120053582,3.2491723632251346,0.0011574132350841,ENSG00000175426.10
MuSC,UP,99,GLIS1,3.732460534279293,3.2416833800939284,0.0011882595778005,ENSG00000174332.5
MuSC,UP,100,SEMA4B,1.0042023460584162,3.231491860035517,0.0012314583135736,ENSG00000185033.15
MuSC,DOWN,1,ENO3,-3.1106691372434785,-5.556158499488701,2.7577647328861336e-08,ENSG00000108515.18
MuSC,DOWN,2,RPL26P6,-2.580501547541698,-4.515448054517886,6.318303351453439e-06,ENSG00000229659.1
MuSC,DOWN,3,TMC6,-2.872130528041076,-4.377020680371104,1.2031256284480389e-05,ENSG00000141524.17
MuSC,DOWN,4,NBPF2P,-2.515460137269021,-4.266379272581478,1.9867092388272988e-05,ENSG00000227001.3
MuSC,DOWN,5,NPM1P40,-3.902606619028116,-4.134524076864456,3.556909643866574e-05,ENSG00000236523.2
MuSC,DOWN,6,MYH2,-4.179888760541412,-4.122141077769224,3.7536718978687744e-05,ENSG00000125414.19
MuSC,DOWN,7,MKI67,-4.274288848659763,-3.9181946968743375,8.921463436659353e-05,ENSG00000148773.14
MuSC,DOWN,8,PNN,-0.8852684374997413,-3.8916955496565455,9.954610991099252e-05,ENSG00000100941.9
MuSC,DOWN,9,TPM2,-1.3646243157853375,-3.88627326610838,0.0001017949136702,ENSG00000198467.16
MuSC,DOWN,10,LRRC55,-3.736182422442563,-3.83210328485842,0.0001270523749035,ENSG00000183908.7
MuSC,DOWN,11,RASSF4,-1.2628704220345042,-3.7814190286539535,0.0001559369432251,ENSG00000107551.21
MuSC,DOWN,12,SCN7A,-1.5073539267168536,-3.774037737155106,0.0001606264471754,ENSG00000136546.17
MuSC,DOWN,13,PNISR,-0.9503261994584946,-3.764397989645968,0.0001669508039054,ENSG00000132424.17
MuSC,DOWN,14,GALNT1,-0.656085871011188,-3.757655173772032,0.0001715130085327,ENSG00000141429.14
MuSC,DOWN,15,STARD4-AS1,-2.219110227007962,-3.724931919021993,0.0001953679409921,ENSG00000246859.3
MuSC,DOWN,16,TTN-AS1,-2.4847684585904544,-3.6447557528142105,0.0002676458633624,ENSG00000237298.10
MuSC,DOWN,17,RPL34P27,-3.7757066382352535,-3.6270002321235593,0.0002867330363261,ENSG00000232858.1
MuSC,DOWN,18,CENPF,-2.699628228287644,-3.626659865323437,0.0002871110913474,ENSG00000117724.14
MuSC,DOWN,19,STAC3,-1.5123611541626625,-3.5990823243220604,0.0003193420923191,ENSG00000185482.8
MuSC,DOWN,20,ABCB11,-3.4468699096176354,-3.582735007456608,0.0003400154875578,ENSG00000073734.8
MuSC,DOWN,21,PGAM2,-1.8894280742473089,-3.5769812015099074,0.0003475851595779,
MuSC,DOWN,22,AL078595.1,-4.630461362257328,-3.55132355529516,0.0003832988981057,
MuSC,DOWN,23,CDCA2,-2.2730313011568115,-3.504839221899082,0.0004568831059791,ENSG00000184661.13
MuSC,DOWN,24,PLCG1,-0.8252485411214728,-3.497906514517812,0.0004689254716635,ENSG00000124181.15
MuSC,DOWN,25,AC090058.1,-6.254697417031619,-3.497877412204349,0.0004689766418724,
MuSC,DOWN,26,LPL,-2.480847954785801,-3.4892172821690166,0.0004844372000131,ENSG00000175445.17
MuSC,DOWN,27,UBN1,-0.763741844604721,-3.476421681955248,0.0005081526197774,ENSG00000118900.15
MuSC,DOWN,28,PPP2R2D,-0.9967261201891968,-3.467525552545429,0.0005252737992695,ENSG00000175470.20
MuSC,DOWN,29,TFDP1,-1.2654188813386615,-3.463833487408988,0.0005325360432676,ENSG00000198176.13
MuSC,DOWN,30,AC068587.4,-1.8080265820255916,-3.436275738547349,0.0005897703926956,
MuSC,DOWN,31,AL353743.1,-1.2052797631170893,-3.4286454495720675,0.0006066014012901,
MuSC,DOWN,32,ADAMTS8,-1.9752176842014617,-3.404100906211076,0.0006638222599676,ENSG00000134917.10
MuSC,DOWN,33,RBM25,-0.8095228771387173,-3.403755439984696,0.0006646623384851,ENSG00000119707.14
MuSC,DOWN,34,WDR60,-1.015682930126256,-3.4022371275059498,0.0006683661876576,ENSG00000126870.16
MuSC,DOWN,35,ATP6V1C2,-3.3213352132939966,-3.377421861734991,0.0007316873821967,ENSG00000143882.12
MuSC,DOWN,36,LUC7L3,-1.0657209856022527,-3.3658247740967564,0.0007631516997313,ENSG00000108848.16
MuSC,DOWN,37,NBEAL1,-1.0891283957818074,-3.3623309983095098,0.000772874194026,ENSG00000144426.19
MuSC,DOWN,38,MN1,-2.874558744584283,-3.359540711665743,0.0007807214717582,ENSG00000169184.6
MuSC,DOWN,39,UTS2,-4.965420199714174,-3.354210319482694,0.0007959184146993,ENSG00000049247.13
MuSC,DOWN,40,SORCS3,-4.161400478094614,-3.3531784847926818,0.0007988917067681,ENSG00000156395.12
MuSC,DOWN,41,KCNA7,-3.79011296962498,-3.3487021532142798,0.0008119102640453,ENSG00000104848.2
MuSC,DOWN,42,MYL1,-2.376628133723456,-3.341368137214458,0.000833666054541,ENSG00000168530.16
MuSC,DOWN,43,TCF15,-2.723242729103036,-3.322842670265154,0.0008910515486158,ENSG00000125878.7
MuSC,DOWN,44,UBR4,-0.7275022526077839,-3.3179649038968777,0.000906758770729,ENSG00000127481.15
MuSC,DOWN,45,RPL10P3,-2.7418923824954184,-3.316822165325803,0.0009104754930222,ENSG00000230734.1
MuSC,DOWN,46,CHMP1B-AS1,-4.134147920749684,-3.309195458305443,0.000935644933509,
MuSC,DOWN,47,ACTN3,-3.4062534687276,-3.292726947330448,0.0009922078427343,ENSG00000248746.6
MuSC,DOWN,48,NCK2,-0.9096271704671538,-3.278079131743051,0.0010451609170989,ENSG00000071051.14
MuSC,DOWN,49,CORO7,-1.1607548063157884,-3.267167863632344,0.0010862924825245,ENSG00000262246.6
MuSC,DOWN,50,NR1D2,-1.2771004884233936,-3.249584627330105,0.0011557368452252,ENSG00000174738.13
MuSC,DOWN,51,SCRIB,-1.074623104736916,-3.2445637459973957,0.0011763068522748,ENSG00000180900.20
MuSC,DOWN,52,FBN1,-0.7235659397672802,-3.215469020083534,0.0013023155080076,ENSG00000166147.15
MuSC,DOWN,53,NPM1P27,-2.131935046799577,-3.196596841600052,0.0013905913815595,ENSG00000249353.2
MuSC,DOWN,54,ADORA1,-2.9828963601171887,-3.1936564783148285,0.0014048317844328,ENSG00000163485.17
MuSC,DOWN,55,AC105180.2,-3.1050071271862336,-3.1865609351487656,0.0014397515584877,
MuSC,DOWN,56,MMACHC,-2.419774047676472,-3.17807612865782,0.0014825581790916,ENSG00000132763.15
MuSC,DOWN,57,AC022034.1,-1.9385096964439417,-3.155424186033133,0.00160264911693,
MuSC,DOWN,58,TAF1D,-1.018559753206493,-3.1535835869541,0.0016127903430496,ENSG00000166012.17
MuSC,DOWN,59,PHKA1,-1.2544044099314025,-3.141567046164806,0.0016804632853372,ENSG00000067177.15
MuSC,DOWN,60,BX470111.1,-3.695264097148312,-3.131935273703662,0.001736581555953,
MuSC,DOWN,61,SPAG5,-2.934213267798821,-3.1003992122714874,0.001932599731295,ENSG00000076382.17
MuSC,DOWN,62,XIRP2,-1.7622631228249108,-3.1003423698067785,0.0019329706927161,ENSG00000163092.22
MuSC,DOWN,63,CHD3,-1.0159913835501122,-3.09225615542246,0.00198641357396,ENSG00000170004.18
MuSC,DOWN,64,ARHGAP21,-0.8157518465345401,-3.0876287937627387,0.0020176032197528,ENSG00000107863.20
MuSC,DOWN,65,RPLP0P2,-2.3463773827090466,-3.0808932725393654,0.0020638061007123,ENSG00000243742.5
MuSC,DOWN,66,SAMD11,-3.1469066686791543,-3.077186503257169,0.002089645130974,ENSG00000187634.13
MuSC,DOWN,67,FAM111B,-3.0857428305319607,-3.069571475580885,0.0021436610471437,ENSG00000189057.10
MuSC,DOWN,68,CENPJ,-1.2990939225124294,-3.0662706050404074,0.0021674705367555,ENSG00000151849.16
MuSC,DOWN,69,CMC4,-2.349818576915696,-3.0649025128427554,0.0021774095855259,
MuSC,DOWN,70,AC006518.2,-3.626821097059974,-3.061422087552905,0.0022028831445903,
MuSC,DOWN,71,AC008771.1,-1.6187106237071691,-3.0578159093715542,0.0022295649739413,
MuSC,DOWN,72,PYGM,-1.7239776571713776,-3.024086113742348,0.0024938544215213,ENSG00000068976.14
MuSC,DOWN,73,RPL5P9,-3.55230475087733,-3.0187872116604693,0.0025378871562384,ENSG00000236330.1
MuSC,DOWN,74,AC090365.1,-3.9805664972052552,-3.0071719022349472,0.002636906026124,
MuSC,DOWN,75,KMT5C,-1.452965109532599,-2.999128585170854,0.0027075301240936,ENSG00000133247.14
MuSC,DOWN,76,PLEKHD1,-3.5448580095581685,-2.9915555203858237,0.002775600616063,ENSG00000175985.9
MuSC,DOWN,77,PPIAL4G,-4.706236812740858,-2.990479964274278,0.0027853940150187,ENSG00000236334.2
MuSC,DOWN,78,PIMREG,-2.627768359672656,-2.981886806681741,0.0028647789756587,
MuSC,DOWN,79,AL133415.1,-3.39475977394257,-2.9809426238068264,0.002873626272397,
MuSC,DOWN,80,AC004386.1,-2.9708772271291224,-2.977137234904835,0.0029095374076507,
MuSC,DOWN,81,KIF15,-2.132189270101567,-2.9658302316499863,0.0030186707148668,ENSG00000163808.16
MuSC,DOWN,82,RGS11,-2.7956581163316856,-2.965186224309589,0.0030249975452482,ENSG00000076344.16
MuSC,DOWN,83,AC004009.1,-5.024087024523917,-2.9625111339175736,0.003051407735294,ENSG00000279655.1
MuSC,DOWN,84,TOP2A,-2.9033183138237244,-2.937698496233385,0.0033065842234027,ENSG00000131747.14
MuSC,DOWN,85,RPIA,-0.985896780578986,-2.932650314382643,0.0033608218978024,ENSG00000153574.9
MuSC,DOWN,86,NCAPG,-2.696701497244249,-2.9206432751596485,0.003493095393933,ENSG00000109805.10
MuSC,DOWN,87,PCLAF,-1.8085568116548352,-2.9153690861256747,0.0035526812082559,ENSG00000166803.11
MuSC,DOWN,88,CCDC152,-1.6228804332158286,-2.9093947417050616,0.0036212930553935,ENSG00000198865.10
MuSC,DOWN,89,SHISA9,-2.2393844248163157,-2.90338216016246,0.0036915586610055,ENSG00000237515.8
MuSC,DOWN,90,B3GALNT2,-0.8179343954876963,-2.898128573359834,0.0037539666095532,ENSG00000162885.14
MuSC,DOWN,91,PAXBP1,-0.5949769979865419,-2.891052027075049,0.0038395455127694,ENSG00000159086.15
MuSC,DOWN,92,AP000550.1,-2.9104683902537016,-2.888321972429136,0.0038730320122329,
MuSC,DOWN,93,CXADR,-3.8838949926873054,-2.876882665066081,0.0040162490397136,ENSG00000154639.18
MuSC,DOWN,94,BOC,-1.1424595411367475,-2.8761689522474296,0.0040253418962066,ENSG00000144857.15
MuSC,DOWN,95,NAT10,-0.6320883812863215,-2.873010702426697,0.0040658034254415,ENSG00000135372.10
MuSC,DOWN,96,AL604028.2,-3.1455890823403965,-2.8524504040777168,0.0043383581710647,
MuSC,DOWN,97,MAP2,-1.8197056578548028,-2.852116884370443,0.0043429128254082,ENSG00000078018.21
MuSC,DOWN,98,CASKIN1,-3.014392604981628,-2.8399358360199285,0.0045122608862326,ENSG00000167971.16
MuSC,DOWN,99,IER3-AS1,-4.6946155723103296,-2.8379475605878395,0.004540464151249,
MuSC,DOWN,100,HSPG2,-0.9663426340168672,-2.827799649831018,0.0046869128936262,ENSG00000142798.20
