stratum,tf,beta_age,se_age,p_age,ci_lo,ci_hi,beta_age_x_smtsisch,p_age_x_smtsisch,n,r2,family,pre_cv_n,post_cv_n,bonf_alpha,bonf_sig
T1_low,SCENIC__Vascular__IRF1,0.009358165955707352,0.004523220773848582,0.039527266452683056,0.00045198723648700624,0.0182643446749277,-5.143927407548274e-05,0.0035979909771001453,270,0.06219485007593817,mlm,803,270,0.000462962962962963,False
T1_low,SCENIC__Vascular__JUNB,0.016929674005421797,0.007092154626932621,0.01768620368466786,0.002965288942239408,0.030894059068604186,-6.538290513303747e-05,0.017950354727270232,270,0.030216159018039868,mlm,803,270,0.000462962962962963,False
T1_low,SCENIC__Vascular__KLF10,-0.00495575178676795,0.004708208122310061,0.29349733161668945,-0.014226168837161067,0.004314665263625168,2.468419616118611e-05,0.17678161355041186,270,0.04931072665688063,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__ATF3,-0.003349650481423791,0.005495100691936669,0.5426707168257784,-0.014169451523515854,0.007470150560668272,2.365690454588838e-06,0.9115328674233063,270,0.0252134877328013,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__CEBPB,0.01838678960207198,0.012933284561794758,0.1563039661848897,-0.007078724794182305,0.043852303998326264,-4.64504569673835e-05,0.3543637140341218,270,0.038654053555447376,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__EGR1,0.02042963825608879,0.009322588863556759,0.02929587468549412,0.0020735493769680653,0.038785727135209516,-5.84291844091297e-05,0.10662904819535163,270,0.08823688701023868,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__FOS,0.003471797719943498,0.009048603133376461,0.7015220188487956,-0.01434481586015803,0.021288411300045027,-2.4138733707085354e-05,0.49134613463788823,270,0.04243106499091609,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__FOSL2,0.007062386165556168,0.004860534789659651,0.14740967145413764,-0.002507960645277179,0.016632732976389515,-3.0202539635332896e-05,0.1096461139995002,270,0.0630225650191526,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__IRF1,0.02624620228126162,0.008030903993455308,0.001226058041809306,0.010433428636397808,0.04205897592612544,-0.00010268136789317754,0.001089081672638092,270,0.08236197839261983,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__JUNB,0.0031672985464832764,0.005944702891906496,0.5946247722216961,-0.008537764954747815,0.014872362047714367,-9.334550198078894e-06,0.685341704427775,270,0.06161727266369532,mlm,803,270,0.000462962962962963,False
T1_low,CollecTRI__KLF10,0.006036947754499882,0.00468069227042008,0.1982643258817869,-0.003179290845006953,0.015253186354006716,-7.777788669865927e-06,0.6680881574211199,270,0.06238315791373339,mlm,803,270,0.000462962962962963,False
T2_mid,SCENIC__FAP__ATF3,-0.0027165410987622174,0.006422267558306281,0.6726551224712111,-0.01536304916829287,0.009929966970768433,6.980484515807642e-06,0.5444933444270583,265,0.03794774884677177,mlm,803,265,0.000462962962962963,False
T2_mid,SCENIC__FAP__CEBPB,0.008175290470631397,0.0201347441870487,0.6850565288943748,-0.03147335426857975,0.047823935209842544,-1.8727628081336115e-05,0.6040030816944757,265,0.025962755130313875,mlm,803,265,0.000462962962962963,False
T2_mid,SCENIC__FAP__EGR1,-0.00253971333514068,0.02119109722171527,0.9046963682904288,-0.044268492085571244,0.03918906541528989,8.196150201072001e-07,0.9827886304291656,265,0.045824488885387815,mlm,803,265,0.000462962962962963,False
T2_mid,SCENIC__FAP__FOS,0.071870273737572,0.021272784034070815,0.0008410023370029373,0.029980640129842237,0.11375990734530177,-0.00010358231018353708,0.007000351079551666,265,0.14330440124953459,mlm,803,265,0.000462962962962963,False
T2_mid,SCENIC__FAP__FOSL2,0.0031094736256617786,0.006270574122928604,0.620397198196188,-0.009238324955797567,0.015457272207121125,-6.196834564448728e-06,0.5816021264567943,265,0.018862800228385157,mlm,803,265,0.000462962962962963,False
