stratum,tf,beta_age,se_age,p_age,ci_lo,ci_hi,beta_age_x_smtsisch,p_age_x_smtsisch,n,r2,family,pre_cv_n,post_cv_n,bonf_alpha,bonf_sig
T3_high,SCENIC__Vascular__FOS,0.01284713964806236,0.013112232760658336,0.3280972073791071,-0.01297162965800921,0.03866590895413393,-8.286213515081024e-06,0.47966056288647885,268,0.043869091144692396,mlm,803,268,0.000462962962962963,False
T3_high,SCENIC__Vascular__FOSL2,0.03868300081922028,0.017124383845935343,0.02470929063354481,0.004964066439609338,0.07240193519883122,-1.944656267492785e-05,0.20449106058240302,268,0.16763888255058657,mlm,803,268,0.000462962962962963,False
T3_high,SCENIC__Vascular__IRF1,0.013726388669539577,0.00783004805078813,0.08076465328169949,-0.0016914435157856598,0.029144220854864816,-6.635671717866619e-06,0.3433586911250016,268,0.07719320372118099,mlm,803,268,0.000462962962962963,False
T3_high,SCENIC__Vascular__JUNB,0.035045355676903554,0.014439475043115185,0.015896813438262263,0.006613167060061851,0.06347754429374526,-1.7153631364782246e-05,0.1844514761392828,268,0.16274249877714275,mlm,803,268,0.000462962962962963,False
T3_high,SCENIC__Vascular__KLF10,-0.006805588129301661,0.006951274074244538,0.32846245734888113,-0.020493061878599637,0.006881885619996317,6.215730936436024e-06,0.31745848369965085,268,0.052723198110596114,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__ATF3,0.0040717100325194915,0.00848129100774244,0.6315700753921256,-0.01262845842418864,0.020771878489227624,-3.6161654306486205e-06,0.6333403476243858,268,0.009410212933779083,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__CEBPB,0.06207794539053576,0.02520523621158313,0.014425545377113352,0.012447330152797066,0.11170856062827444,-2.4921187349950336e-05,0.26909025910794415,268,0.20599066565254565,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__EGR1,0.040387496034574207,0.016560535973866336,0.015401491425189194,0.007778811785387134,0.07299618028376129,-1.7361215092765378e-05,0.24134608685778405,268,0.15919096863035054,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__FOS,0.042776266534729324,0.016859065521369013,0.011752063406005644,0.009579759779741147,0.0759727732897175,-1.9253868449204186e-05,0.20194305996621406,268,0.1574932457731305,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__FOSL2,-0.0012272377889492934,0.00810962378234118,0.8798310404455363,-0.01719557128463885,0.014741095706740263,2.529719504475233e-06,0.7270591325831706,268,0.11228561269748238,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__IRF1,0.020277134065143993,0.012563699957271851,0.10774282658915876,-0.004461541395282841,0.04501580952557083,-8.279288236366742e-06,0.46108438881043745,268,0.08801395138263701,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__JUNB,0.012709663163542214,0.00877108294412261,0.14852180631231546,-0.0045611229208981224,0.02998044924798255,-7.874503032050765e-06,0.3155209129325732,268,0.045138689960166345,mlm,803,268,0.000462962962962963,False
T3_high,CollecTRI__KLF10,0.010305381762124595,0.008273768223177007,0.21404283837121119,-0.005986161939498004,0.026596925463747194,-9.23411731585395e-08,0.9900350506851368,268,0.12828874424268022,mlm,803,268,0.000462962962962963,False
