gene_symbol,logFC,moderated_t,p_value
DUSP3,-0.62297884234748,-7.833913273957464,1.0437537440830276e-09
ATP2C1,-0.5900490159648386,-7.831152057894742,1.0530351849990908e-09
TMBIM1,-0.5931354937693396,-7.8303249642226485,1.0558315176856022e-09
ZFPM2,-0.5842393712900597,-7.828226734547059,1.0629591079204148e-09
RAB4A,-0.6212268720659418,-7.819360680366327,1.0936165978730808e-09
RPL7L1,-0.5643620274855518,-7.816224037861966,1.1046749683491223e-09
FXR1,-0.5817531518714646,-7.81279028797669,1.1169101941120249e-09
ERGIC2,-0.6431985117195771,-7.811542797414139,1.1213890620457293e-09
ALDH2,-0.5736624579074464,-7.8113133761704505,1.122214723915515e-09
SLAIN2,-0.5691605649445042,-7.809409605404241,1.1290898879756504e-09
MYOC,-0.6551116224612531,-7.8081740656925565,1.1335745630949154e-09
NT5C3A,-0.5848104940879322,-7.8063117716253805,1.1403681652340994e-09
EIF3F,-0.6061101375735238,-7.802280280509947,1.1552159772054176e-09
ANAPC5,-0.5848137680569404,-7.791901875951382,1.1943427567692754e-09
ARFGAP3,-0.5566984412224307,-7.7892665166576025,1.2044891921117124e-09
GUCY1A3,-0.6746176710964535,-7.788038444176563,1.20924706796091e-09
POLR2E,-0.6606289402926138,-7.786981155446149,1.2133584666675621e-09
PPP2R3A,-0.5677705539845037,-7.7849632605578245,1.2212444797648792e-09
ACVR1,-0.6413417601355629,-7.779353495178639,1.243440383309275e-09
ADGRE5,-0.5656073166572568,-7.778592224361249,1.246483664183411e-09
ALDH6A1,-0.5905632377537228,-7.775706679062316,1.2580873810818532e-09
TERF2IP,-0.6149864404665042,-7.775467629455564,1.2590535506866344e-09
TMEM5,-0.6942682337097771,-7.770159072728444,1.2807031220826015e-09
PLN,-0.6367549241089451,-7.764393219066422,1.304643324396965e-09
TMEM47,-0.6030392871653211,-7.763167952064023,1.3097885848013884e-09
RPS6KB2,-0.6918839648217646,-7.761966632385135,1.314853153720593e-09
SLC2A5,-0.5912860755137882,-7.758275609346358,1.3305378190579387e-09
TM2D1,-0.6631296899578115,-7.757389706919756,1.3343303790747922e-09
FOXO1,-0.6413178732012599,-7.754801660375338,1.3454724091574025e-09
EIF2S3,-0.5806961311383354,-7.753954334325031,1.349140661073041e-09
ZFAND5,-0.6738046759141897,-7.753800605877689,1.34980726392849e-09
EPS15,-0.679167408323186,-7.752987372951711,1.3533391646541778e-09
GBE1,-0.5964588265915327,-7.751265468989367,1.3608482492711868e-09
COPS2,-0.624576400186863,-7.7503239292777355,1.3649719844546396e-09
ZNF638,-0.5869459488191706,-7.7496821460466485,1.3677900735752446e-09
PPA1,-0.5885456086958544,-7.742998233942294,1.3974904236552841e-09
TRAM1,-0.6280008345411314,-7.741762353137006,1.4030529721240882e-09
SRSF5,-0.5196563657910859,-7.741014554972544,1.4064295579981937e-09
SNRNP27,-0.6218461117608791,-7.726923221974291,1.4716119279817713e-09
RTCB,-0.5716554138464643,-7.725980913022031,1.4760779311229235e-09
HNRNPH2,-0.5374322684520434,-7.715244451365094,1.5279380337630664e-09
GOLGA7,-0.6041229910945203,-7.711582548502274,1.5460431287037518e-09
TXNDC12,-0.6075167375450056,-7.710191267384347,1.5529784443181273e-09
MPHOSPH10,-0.5732730716409858,-7.7059262145344185,1.5744351746343548e-09
CAV1,-0.6277455592285553,-7.701829489842068,1.5953265321764271e-09
EBAG9,-0.6271160134477083,-7.699877502788023,1.6053788476350337e-09
SRSF4,-0.6001567327672919,-7.696494614830207,1.6229515005330543e-09
HSP90AA1,-0.6290285832474677,-7.694426932537664,1.6337876000467112e-09
RAB3GAP2,-0.5624595751261778,-7.692322681923854,1.6448902501224432e-09
CXCL12,-0.5948358772740999,-7.68024368106148,1.7101106457585431e-09
HSPA2,-0.570528223517003,-7.679989106740679,1.7115129194203346e-09
FBXL3,-0.6218685906440655,-7.678345987529114,1.7205916583758175e-09
SECISBP2,-0.5516765609730014,-7.674154202306876,1.7439731272190697e-09
DNTTIP1,-0.6110867147994717,-7.662859037805855,1.8085840110878433e-09
AKAP7,-0.5754656834285081,-7.662858955887332,1.8085844883266443e-09
RPLP0,-0.6703358228327924,-7.661230481916357,1.8180967425281567e-09
PPP3CA,-0.5243251086940549,-7.652997948498359,1.8669623437140186e-09
BBX,-0.6074782825306101,-7.650196782872611,1.8838893275423156e-09
PNRC2,-0.5925726054623606,-7.649289806593607,1.8894031287559164e-09
LEPROT,-0.6302456987332269,-7.648774862280378,1.8925408791390906e-09
ERBIN,-0.5933695702745853,-7.648645987189594,1.8933269853577385e-09
CAMK2D,-0.5978137565671203,-7.644283511784782,1.920132078878853e-09
PTP4A1,-0.5373441461138456,-7.642903736104798,1.928689455364089e-09
RDX,-0.5930571317610055,-7.638811722841428,1.95429491549439e-09
HNRNPM,-0.5527445919161245,-7.636201024496321,1.9708099566072124e-09
HERPUD1,-0.6011668330154243,-7.634338733034467,1.9826765547895562e-09
WRB,-0.6662159177030496,-7.631953248140213,1.9979822540017845e-09
BECN1,-0.5598626321043848,-7.631073306775128,2.0036581401032645e-09
DDX1,-0.5494760310659726,-7.624865198754702,2.0441668792375402e-09
CCNL1,-0.5739053743176152,-7.624794583196147,2.044632372991428e-09
TRIM7,-0.6610642913626492,-7.620376678267932,2.0739684264613477e-09
SLC16A10,-0.6019866467667429,-7.611882887987478,2.1315669364801318e-09
ZFR,-0.6398856011595399,-7.61182883429082,2.131938605006792e-09
SMAP1,-0.5750341573721137,-7.60789284117685,2.159178458209489e-09
XRCC5,-0.5276306645681338,-7.607191735403704,2.164067290490799e-09
HK1,-0.574619307536828,-7.601616083215859,2.203345815247203e-09
LCMT1,-0.59645926274727,-7.597375116295875,2.233702472893144e-09
CRLS1,-0.6084830565719878,-7.593777622301798,2.259783452817044e-09
TCEA1,-0.5977051558896,-7.591745725128628,2.274649645948004e-09
PPTC7,-0.6641274763624466,-7.59084219242616,2.2812918866167817e-09
LIMCH1,-0.6062401693740532,-7.589669002867891,2.289945667184696e-09
MTX2,-0.5896534230662734,-7.587106438580901,2.3089631142220265e-09
TNPO1,-0.642682230782267,-7.5858060721837655,2.318674270507774e-09
NRIP1,-0.6090358193497022,-7.575608583597539,2.3962705116625863e-09
IDI1,-0.6018716588802666,-7.5704025732230145,2.436888728255078e-09
SYPL1,-0.6614271330314122,-7.570221331264853,2.4383152423818953e-09
IDI2,-0.6507137671029014,-7.56828119679723,2.453638423844548e-09
GNA13,-0.6035676930976016,-7.56523615083087,2.477884134629965e-09
ZNF532,-0.592999481836668,-7.564802781769304,2.481354342017528e-09
FLRT3,-0.6576157455930326,-7.564325827907118,2.485179217030678e-09
ATP2A2,-0.6140164826186874,-7.561205799242958,2.5103469107067144e-09
UBXN1,-0.5689945363258089,-7.560197472883221,2.5185353674086898e-09
KIAA1191,-0.554134645876382,-7.5491425319535,2.6100957061638217e-09
PHF10,-0.6137124362206562,-7.543928036217403,2.654440876238301e-09
SLMAP,-0.6012724107860671,-7.542681460025137,2.6651539961467206e-09
ABLIM2,-0.6034025940963075,-7.54158562792608,2.6746075974443413e-09
NCK1,-0.5862695878217713,-7.541038846296998,2.679337241260794e-09
AIMP1,-0.6001101399649309,-7.540720139052185,2.682097935962985e-09
FBXW7,-0.6593421467405655,-7.536557275197712,2.7184217012874863e-09
GTF2B,-0.6133500995269533,-7.532959671648688,2.7502123081785862e-09
UBE2D3,-0.5907868484036507,-7.532066634367093,2.758161600301468e-09
SYNE2,-0.6478918709300272,-7.531705319768795,2.76138438525676e-09
DMD,-0.5548081325338557,-7.528807620358931,2.787368359884752e-09
C15orf57,-0.5971877188415536,-7.52847589905719,2.7903586132969542e-09
THAP1,-0.5379932775252856,-7.527826366200018,2.7962230974706767e-09
PRRC2C,-0.5097185487195949,-7.5258771209712005,2.813897057384851e-09
NFE2L1,-0.6149786858186583,-7.518410437837161,2.8826458646242928e-09
PIGH,-0.5813233343797144,-7.515983890337256,2.9053505206578257e-09
ABCA8,-0.6343150493797243,-7.515205337801325,2.912673375453276e-09
SPARCL1,-0.7034814532848592,-7.513784452797828,2.9260858125381015e-09
SPCS2,-0.5744757135232822,-7.512881417676657,2.934642334599993e-09
KCTD6,-0.5714912019750239,-7.512210811664369,2.941012831776546e-09
SLC19A2,-0.6720517776355597,-7.510714996260719,2.95527274768412e-09
FOPNL,-0.5730804782691621,-7.506694246439225,2.9939496606842493e-09
EIF4G3,-0.5428868595462627,-7.50490384272728,3.0113358729315484e-09
PUF60,-0.5270142914131644,-7.503979657873433,3.020350198239039e-09
KIAA0196,-0.5665744193725479,-7.503031892015895,3.029622766953521e-09
ZBED5,-0.5893840928698758,-7.500199637235651,3.0575037162092176e-09
CTCF,-0.5570397650422118,-7.492149420960985,3.1381705685261014e-09
PCYOX1,-0.6668895742573268,-7.49083181819801,3.1515762836496217e-09
PSMD2,-0.6089899901028467,-7.4906355077809454,3.1535785416862555e-09
COQ5,-0.5474915637478511,-7.485493572963696,3.2064823434438225e-09
SF3B1,-0.5631611283122396,-7.481570308943665,3.2474482613729483e-09
SEC23A,-0.578572052098066,-7.469880647810126,3.3726625286186255e-09
TMOD1,-0.5413679560406683,-7.469010445168751,3.3821760011819215e-09
MATR3,-0.6100893580135899,-7.468958142183158,3.3827486630103166e-09
CDK5RAP2,-0.5947412259441675,-7.461718788040424,3.4629617395718287e-09
DHRS7,-0.5715378819303352,-7.4612503303353215,3.468217846337718e-09
KLF9,-0.6461000050802662,-7.457206422368938,3.5139260289225675e-09
NCOA3,-0.5704891582974133,-7.456694174707761,3.5197590895348037e-09
FRMD3,-0.6025087599511273,-7.452667217499855,3.5659558666023283e-09
MITF,-0.5645775618258495,-7.451108479030989,3.5840010677764314e-09
PDCD2,-0.5745311424691842,-7.447942438574686,3.6209373557151134e-09
TMEM43,-0.6094049746532869,-7.445644979158506,3.647980303484624e-09
RABGAP1,-0.6540820506269932,-7.442367133945948,3.6869157722459545e-09
PPP2R2A,-0.5422915093979738,-7.439035213496307,3.726922636073732e-09
USP13,-0.6588213635465267,-7.438895962737656,3.7286041275155396e-09
ARL1,-0.5443895211632069,-7.438380546447784,3.734834573367273e-09
UBQLN2,-0.6491565595720505,-7.434755833787091,3.7789479709720356e-09
TPRG1L,-0.5412262842765438,-7.433020233303892,3.800255980804981e-09
RACK1,-0.5404265845263581,-7.432360004111721,3.8083933689044814e-09
KHSRP,-0.5799315571232555,-7.431998606036401,3.812855065330664e-09
RB1CC1,-0.7307807860604895,-7.4287570116434125,3.853110826009857e-09
BAG5,-0.5472932590248241,-7.427605751595009,3.867510545282032e-09
LPP,-0.5763866701048024,-7.42658895734451,3.880273465717801e-09
TAF9B,-0.5858633246873117,-7.426552244687682,3.8807350799599855e-09
RDH14,-0.5536283400051563,-7.425534774234431,3.89355048932535e-09
FRY,-0.5817346936664634,-7.425319360384644,3.896269167828479e-09
ACTN3,-0.759355509042162,-7.4222355054106135,3.935399925339097e-09
ZNF430,-0.7269283452338068,-7.422025624968822,3.938077421387786e-09
PLCL1,-0.5513361825386706,-7.420430927851878,3.9584813862065046e-09
PEX2,-0.5625081673762807,-7.418748096213317,3.980128505115258e-09
TLE1,-0.5683883377254032,-7.416787397604835,4.005500404997605e-09
THAP12,-0.5808761175299115,-7.406948419347782,4.135300302482546e-09
CAT,-0.5495099275140007,-7.404359651863921,4.170150905575065e-09
SDCBP,-0.6368462431233018,-7.403939274435846,4.175837978519169e-09
PPP1R15A,-0.6226174203368905,-7.403411592348044,4.182987779438392e-09
SARAF,-0.5736436720843656,-7.400426296847532,4.223669688701926e-09
CRYZL1,-0.5351727869333983,-7.400275550390124,4.225734512217818e-09
USP14,-0.6167506174750486,-7.398215955375223,4.254047500588188e-09
USP25,-0.6782806045548528,-7.396323690477803,4.2802285964161666e-09
CCPG1,-0.5994416271751977,-7.394273758617737,4.308774304561269e-09
PPP1R14C,-0.56336803260056,-7.387798631606675,4.400207190591186e-09
RRAGD,-0.5844578892099266,-7.378857422948299,4.529683772764137e-09
VIM,-0.678280666841254,-7.377193440880003,4.554199845706524e-09
IER5,-0.7281512905788856,-7.375899716536852,4.573353067101172e-09
NDRG2,-0.6341953575004047,-7.374696257736855,4.591242750945249e-09
TMEM59,-0.5705980209961747,-7.373246851908314,4.612882063065293e-09
TWF2,-0.6785731127097134,-7.372301849598871,4.627046022077811e-09
TBC1D4,-0.5688907435062313,-7.365428743328192,4.731388279600652e-09
SNX13,-0.5332700843593222,-7.363652123840844,4.758742846103988e-09
RIOK2,-0.5436266830819453,-7.3631704704907905,4.766186252157179e-09
RYK,-0.5090027910235605,-7.362420375378887,4.777801473322233e-09
EIF2B1,-0.5347436186689336,-7.358223396529039,4.843319592167767e-09
TNRC6A,-0.5635694206468475,-7.352015875386342,4.9418862195819846e-09
TPD52L2,-0.5439830990019717,-7.346456222372084,5.031879205475635e-09
ANKH,-0.5037937300849022,-7.3440683351648195,5.071036302016753e-09
YTHDC1,-0.5541824138395128,-7.343536845450452,5.079793447203436e-09
UBQLN1,-0.5809986555913331,-7.342265079857269,5.1008096827653695e-09
IFT88,-0.6593886710737155,-7.336168811726048,5.2027741160201396e-09
ZRANB2,-0.5768024488041933,-7.335382025310053,5.216082347524029e-09
CD36,-0.632839751231553,-7.334807223087223,5.225826597984141e-09
H1FX,-0.5689901500479039,-7.334195629160748,5.236214680184502e-09
INSIG2,-0.514037294787874,-7.331022650388203,5.290443223490736e-09
DBF4,-0.7687238834980487,-7.330109271194062,5.306158104709664e-09
MTDH,-0.64267738047511,-7.329838215171237,5.310830717385035e-09
EIF3C,-0.5633531471255002,-7.329641543876343,5.314223638429314e-09
POLE4,-0.5929139182192418,-7.328499099726499,5.333975985589039e-09
KDM3B,-0.5796441162307527,-7.327609050798037,5.3494157443454874e-09
FAM210A,-0.5287993515339804,-7.324132927630591,5.410148626544147e-09
NGLY1,-0.572231095590748,-7.319844243589686,5.4860355933771925e-09
EIF3H,-0.5657277561642173,-7.317720252958743,5.524014849824493e-09
USP16,-0.6172871321997875,-7.316981500799911,5.537286492171532e-09
TOP1,-0.5759194905529296,-7.313068759002933,5.608115812553922e-09
TRIM54,-0.6321925411247763,-7.309769923542183,5.668540304480328e-09
VBP1,-0.5595254726655554,-7.306903946458499,5.721568001442818e-09
EIF4B,-0.5056723411031722,-7.302855481174491,5.797326776099998e-09
INTS12,-0.5334887223913259,-7.302773631713769,5.79886879177761e-09
TCEAL1,-0.5911591324668521,-7.302672566747727,5.800773390649343e-09
SUCLG1,-0.564885261306774,-7.299866051401092,5.853915289630064e-09
MLH1,-0.5331522214459625,-7.298874984151767,5.8727981985349615e-09
FBXO21,-0.522468411213532,-7.2986794818683425,5.876530358723155e-09
RERE,-0.62475789125423,-7.295020031263898,5.9468319678204446e-09
BCAP29,-0.5939726036106124,-7.294328765855317,5.960206613699655e-09
FAM134B,-0.5531443075158667,-7.293176054026367,5.98257673388871e-09
MCM7,-0.5255462623602807,-7.2922698384827465,6.000222545265485e-09
SLC35B1,-0.5435520800003503,-7.284611362139159,6.1514561730769095e-09
ASB11,-0.6682563489961946,-7.281496498731689,6.214058401856341e-09
C16orf72,-0.5884885515120285,-7.274218957001863,6.362832816885791e-09
TRIP10,-0.519620009430569,-7.273134941008578,6.385298049992633e-09
ZMPSTE24,-0.6150106500029702,-7.2730767539551335,6.386506178316169e-09
ZNF14,-0.8397137486187228,-7.270514433948601,6.439935984598657e-09
GOLGA4,-0.624461028540055,-7.269183692200542,6.467862049553203e-09
LTN1,-0.5373616393892956,-7.267551749459671,6.502275370896113e-09
KLF6,-0.5419750411572044,-7.263165994871561,6.595675199241684e-09
AP1S2,-0.5792662448452952,-7.259019895216766,6.685212736843685e-09
VEZF1,-0.6529700512993118,-7.256754633214601,6.734648209091108e-09
SPCS1,-0.6182636223118743,-7.254584489311867,6.7823529474825345e-09
MRPL49,-0.5557801520681376,-7.254319205184713,6.788207781285519e-09
HTATSF1,-0.5440364093945745,-7.250253472826703,6.878577741231736e-09
ART3,-0.5936245439167102,-7.246599244911704,6.9608339091595614e-09
CLIP1,-0.7445772949453162,-7.244039623946904,7.019039524000636e-09
XIRP1,-0.7533731501156496,-7.244013094754639,7.019645353824955e-09
RBMX,-0.58948888839263,-7.242516549815708,7.0539063274147554e-09
DHX40,-0.527285663834836,-7.241555132072635,7.0760051639933656e-09
ARL8B,-0.588734155539642,-7.23885605475496,7.138418370751761e-09
SOCS5,-0.5607704245879138,-7.237974077493519,7.158932993571664e-09
RAF1,-0.523382654456551,-7.23651290131035,7.19305032815087e-09
HBP1,-0.5860643199786341,-7.234903238621406,7.2308241598635975e-09
FBXO9,-0.5542560848802757,-7.229371642179237,7.362162105544112e-09
AHCY,-0.5855413362891816,-7.22896721975398,7.3718580542958864e-09
RBM7,-0.519932227088556,-7.228625707408209,7.380055753004769e-09
FAF1,-0.5331287529359626,-7.223361348149126,7.507588925284355e-09
GTF2H1,-0.5386967748344181,-7.222794844391987,7.52144441901299e-09
CBX7,-0.5744246636851826,-7.220515452624862,7.577454114179962e-09
KHDRBS3,-0.6339894298652751,-7.217136354083041,7.661259300910992e-09
CAV3,-0.5923729879315596,-7.216337767423685,7.681200968707295e-09
POLB,-0.5572286247625897,-7.21612675779404,7.686478851023374e-09
ZZZ3,-0.5363721694448254,-7.213213497352289,7.759720933918257e-09
NCL,-0.5178214976715202,-7.21248344837345,7.778184831565994e-09
SLC25A46,-0.5841578325269714,-7.210968665512576,7.816636832652903e-09
PDIA6,-0.5135537789627229,-7.207339029795312,7.909553419993039e-09
ADAM9,-0.5023061578412388,-7.205213688542029,7.96447603636168e-09
NUBPL,-0.6912229398689009,-7.204856750781367,7.973737510215462e-09
BMPR1A,-0.5299658986289002,-7.202124756660273,8.044984472304973e-09
NMRK1,-0.5237840532992524,-7.201675401059419,8.056764293131046e-09
ASB2,-0.5839850096320961,-7.201093390076199,8.072047465251122e-09
HSP90AB1,-0.5460234816180659,-7.199768538990555,8.10694593059892e-09
ZNF106,-0.5345801292859307,-7.196127066700542,8.203651607955831e-09
PRRC1,-0.5747241165440342,-7.194607190276666,8.24435714190255e-09
SNX2,-0.536101754205639,-7.192334396650899,8.305606896746415e-09
TRIM37,-0.5211206614226799,-7.1916611381141164,8.323838362002448e-09
GDE1,-0.5151215416448942,-7.188079018690207,8.421519383856114e-09
NFYC,-0.5577940421471043,-7.181758377553224,8.596698963243671e-09
VPS26A,-0.5632159366255318,-7.180720153126516,8.625822424909616e-09
HSD17B12,-0.6187680343215137,-7.179980493876875,8.64663130129476e-09
TMEM123,-0.6099602774305081,-7.179610357779388,8.65706331454751e-09
EGF,-0.5513000296789486,-7.1786275644813005,8.684824110406231e-09
MFF,-0.5431930226837473,-7.177536327382295,8.715753047346646e-09
ZNF549,-0.8095288214749758,-7.176621676085031,8.74176236637446e-09
RPL3L,-0.4992957195891897,-7.174682903879162,8.797152402809572e-09
JAK2,-0.5449518844832418,-7.170085824337938,8.92990474904008e-09
XPO1,-0.5818853064563442,-7.16829980287677,8.982022633969406e-09
ANOS1,-0.6286783815416731,-7.1675695731366895,9.003419502037069e-09
CRYZ,-0.5301897180033325,-7.164851760431742,9.083507230065159e-09
CSPP1,-0.5139702313258339,-7.164130721732377,9.104874627136298e-09
HSPBAP1,-0.5539582901227127,-7.163841252378068,9.11346703517571e-09
NR3C2,-0.634480338094398,-7.163821069549451,9.11406643242617e-09
ZNF423,-0.5330394130402537,-7.1619724592130805,9.169135673809357e-09
RUFY1,-0.5314538223492163,-7.1617843548829265,9.174757944397849e-09
EIF4G2,-0.5359358971376394,-7.160808280662651,9.203987669847356e-09
ZFP36L1,-0.6626963812175204,-7.159254402773481,9.250713834153177e-09
UBL3,-0.6954440684831247,-7.159165796906804,9.253385453316572e-09
CA2,-0.5331690673057761,-7.156775811857607,9.325741182820045e-09
WDR26,-0.48578016464440554,-7.15349893905604,9.425873155559247e-09
ARL5A,-0.7135418175917516,-7.152817453635591,9.446832899117666e-09
ZNF148,-0.6574239627530158,-7.152379592126798,9.460324486881522e-09
MAPKAP1,-0.5505246783053256,-7.151350849822579,9.492098879889375e-09
BBS2,-0.5171689404725002,-7.149510439343096,9.549211047509343e-09
ATP6AP2,-0.6344284042578163,-7.1473968094119265,9.615228451366528e-09
MRPL1,-0.5384766729240107,-7.146867578298034,9.631830276775189e-09
TMEM106B,-0.5804040508558406,-7.1453075308463045,9.6809364804633e-09
CMYA5,-0.6217391511680813,-7.139475288602438,9.866761460659788e-09
