,SCENIC__FAP__ATF3,SCENIC__FAP__CEBPB,SCENIC__FAP__EGR1,SCENIC__FAP__FOS,SCENIC__FAP__FOSL2,SCENIC__FAP__IRF1,SCENIC__FAP__JUNB,SCENIC__FAP__KLF10,SCENIC__MuSC__ATF3,SCENIC__MuSC__CEBPB,SCENIC__MuSC__EGR1,SCENIC__MuSC__FOS,SCENIC__MuSC__FOSL2,SCENIC__MuSC__IRF1,SCENIC__MuSC__JUNB,SCENIC__MuSC__KLF10,SCENIC__Vascular__ATF3,SCENIC__Vascular__CEBPB,SCENIC__Vascular__EGR1,SCENIC__Vascular__FOS,SCENIC__Vascular__FOSL2,SCENIC__Vascular__IRF1,SCENIC__Vascular__JUNB,SCENIC__Vascular__KLF10,CollecTRI__ATF3,CollecTRI__CEBPB,CollecTRI__EGR1,CollecTRI__FOS,CollecTRI__FOSL2,CollecTRI__IRF1,CollecTRI__JUNB,CollecTRI__KLF10
GTEX-13PDP-0326-SM-5K7XP,-3.5182532819788324,5.264932452051197,4.234539404654377,11.184293545712373,0.9492713369713678,3.308105707855505,-0.823565814641414,4.563550221103594,2.682435328197906,6.616888471112377,8.307006183736414,4.483794412975928,2.52259620331397,4.089598321561651,-3.305557257775139,2.794033012879733,-0.6883451154467202,4.625681055024767,-6.830447051282799,3.3506546419078584,4.6760293596114915,3.1846310773135085,4.173296824011837,1.825871440966813,3.257471540357347,12.429564181942652,9.479196040819298,6.241426753545521,-0.9007541034869474,3.484357827713246,3.8643579183330976,3.4519925622549557
GTEX-13PL6-0326-SM-5IJCP,-3.44362597604764,4.32536289851856,5.212307573799553,9.67178463768704,0.924008093424616,2.2700448924483494,0.566111418126419,4.331014968732641,2.5867846191698542,6.2391379436829055,8.635446573954997,4.294960858270637,2.764613110490799,3.2461774068946267,-5.061098161335271,2.603700792936779,-0.6451840031529095,4.273832491792607,-6.736369084645698,3.7958879276146065,4.156031919568748,2.5509072843558838,2.504230158042047,1.8975089876724418,3.3460672568367396,10.87223019113333,8.58671068147417,5.458477281821557,-1.5872967831675089,2.4607344291098663,3.1752460695405924,2.3461980386543697
GTEX-13PL7-0626-SM-5IJCD,-3.6688695234632203,5.195140509281643,4.029863739930477,9.254128531784556,0.8567552307520332,2.92991203703587,-0.5832401289247339,4.258034090143627,3.009994317815983,6.187046135093113,8.652492025860681,4.733468065426878,2.916554006710051,3.416647718902595,-3.2978837390593276,2.2848740009874913,-0.9636518745416378,3.9419265872368454,-6.478155321704855,4.003612078711789,4.634575348180038,2.8221330323344618,2.5859073212570496,2.0917336653161,3.916424521986506,11.367546222715065,8.828903511098792,5.720491162250723,-1.681648307146856,2.4467434583086147,3.124294657437559,2.898253268791847
GTEX-13PLJ-0326-SM-5L3I7,-3.4427342715518585,4.304739387287187,4.206900303869697,12.026887200798187,0.5889196936461455,2.556949536360122,0.7352589837652167,4.991815823961722,2.7435754352608144,5.609550507799218,9.055066522621017,4.278089001751469,2.339114496688239,3.8201442164743318,-4.908106402625343,2.9483396887203006,-0.993089172767368,4.704820645025986,-7.2544477336124995,4.605341593333213,4.377187876441975,3.2403528292981196,3.577477426703608,1.383051965508195,4.296087190962263,11.045068544749588,9.719898497947682,6.367387571257806,-1.3172472256969616,3.6589005819510247,3.713140527338781,3.240501102002994
GTEX-13PVQ-0326-SM-5K7YF,-3.9792853265814627,5.157142103571282,5.025081231243195,10.29821859710176,0.8654807519375229,2.4925916079973427,0.8104558298945239,5.409177042107753,1.7601793845906937,6.537124329738771,9.05550790715632,5.0280454002845625,2.8942892122843147,3.8500884097671175,-3.914432783612955,2.814476940316561,-0.7808035771726193,5.250387371323024,-5.207277964037036,4.341127454802645,5.2262727101770485,3.3714743558159115,3.866131941811277,1.1775250521136769,3.9836866561756685,12.167394271684357,9.292625398551474,6.78497920495859,-1.9909534108865512,3.071427072540174,3.61282110185132,3.2629261240359417
GTEX-13PVR-2526-SM-5RQIT,-3.61434093532367,5.885592347514876,4.566989727097956,9.905287984513013,0.517593858090637,3.0393137250962083,-0.2068027865246717,4.659075658798124,3.323138523973729,6.859153652627008,8.934217024950904,5.029841196432855,2.747752457615743,3.9854195903454777,-3.777009107777614,2.932465681991731,-0.7407737618500445,4.525051434496644,-6.288673732812489,3.8996910429209453,4.5654656968691105,2.513973376474111,2.5174765411645166,2.231707114606627,3.600107293178115,11.86963845504035,9.268639340190772,5.857122473474999,-1.8540299939198182,2.126051077668665,3.713284091862659,2.976810239239794
GTEX-13QBU-2426-SM-5LU4L,-3.4212829133000473,5.576131540029123,4.332545094027624,9.066852677982268,0.7613197474959859,2.9184968797138198,-0.21089831108841478,5.000417244192483,3.3211755434654924,7.255574428692353,8.60214420732865,4.560832638726266,2.8906414660319175,3.9743387079657215,-3.512108576926584,2.793729014527626,-0.6886647114931359,4.768752218745419,-5.841682110882905,3.833262881618856,4.995953750777501,2.7605621204581783,2.990852639615076,2.410962612447133,3.766216791957991,11.949286115136548,9.240172820386263,5.9105275869378175,-1.0775045300120447,1.699768614256762,3.282830983942518,2.436537832130789
GTEX-13QIC-1226-SM-5K7YR,-3.75465000261897,4.7358908249690215,4.99995013390894,11.143268611489361,0.7660543041014037,2.8976533701895417,0.1367463105948637,5.128078169341913,2.5387855333093294,6.33333954341633,8.847026976329571,4.419024751048708,2.364754986070825,4.237164198845359,-4.271924868391303,3.159932368110087,-0.8258902194150113,4.600555044346965,-6.471564369861137,4.42975312890174,4.57195053258482,3.1999703551376024,3.3253018196139834,1.3943268931045971,3.740059118010177,12.222725282661273,9.462935840962228,6.478839009363666,-1.2691723492892832,3.462436201944379,3.736022317693436,2.557601134944876
GTEX-13QJ3-0726-SM-5SI68,-3.3479240983570726,4.505264315821532,4.692317028528179,11.21891890137391,0.9388267560322947,3.2939579188207997,-0.1671180748462862,4.877304791209837,3.0542670918334447,6.164772065833978,8.527325963196645,4.112634033192296,2.804840938446875,3.6509898472471476,-4.269591911195238,2.637495946807571,-0.7658613175426499,3.8953263237450235,-7.20596643303298,4.3756879733866985,4.354816928740661,3.478481970623694,3.510750380245945,1.6336366843572658,3.6702409975633485,11.546983532193755,9.091839098347435,6.322500666668141,-1.7461370859504082,3.3334288937838608,3.068905223179324,3.1179116613497646
GTEX-13RTJ-2726-SM-73KVG,-3.501085719098812,5.195582697141524,4.4873217476225005,11.276473161431564,0.7986917498832214,3.256493412020011,-0.5267808826456081,5.467359967351688,3.5684210986039897,7.051207827640141,8.089055463430467,4.972352310714439,2.59173674453589,4.378888382154475,-2.809092223035028,2.516292601935228,-0.6920960592718987,4.158926822632223,-7.370035473667106,4.328788200776846,5.56088569552002,3.093087377034983,4.095980757152653,1.5840387471048072,3.086700616139222,13.457095956986807,9.872026045713062,7.407971388224612,-2.0359269973935463,3.2819260096056944,3.814227636706127,3.925108976007325
GTEX-13RTK-1626-SM-5QGQS,-3.497862714244443,4.604557901971444,4.929541196881544,9.411040529599502,0.6373356148915318,2.868086473209464,-0.4463625011414163,4.818908377231358,2.584277121587967,6.667399724974301,8.772577583095867,4.4524384748089645,2.7154353444768238,3.1565573874332156,-3.5353077192651963,2.4314865392668814,-0.7105779436961277,4.283877486771483,-6.963873110153776,3.6443886929061997,3.748228308572619,2.574697502774014,2.680311897715011,1.7401604963902155,3.4549445519418738,11.065673077645624,8.510204939084947,5.721211078405033,-1.5729620100952826,2.0780607507063946,3.8537368685766804,2.461071275776903
GTEX-13RTL-0326-SM-7LT89,-3.593667597848459,4.407378797161383,5.250319577159178,12.406953983510768,0.8869417387370181,3.1941532474198513,-0.5484476251487096,4.793231409931302,2.744149778101546,5.409302997806802,8.631440097455972,4.160257645296302,2.1307170858182465,3.8320188348349142,-3.53509149864627,2.930002304932401,-0.949419211822851,4.094828146879481,-7.557659536981361,4.086265293693769,4.562723953630211,3.300328782922196,3.353908183977619,1.5120631719276547,3.604858515458915,11.62382855417607,9.193560210490794,6.425351536221769,-1.291613351966846,3.4238752232880496,4.019162764304376,2.704922303502965
GTEX-13S7M-0326-SM-5S2PH,-3.225248909619247,4.296307599672426,5.438149542403382,11.914045175215243,0.9575819729879804,2.3099988507279323,-0.5337609268583202,5.525852495036931,2.90282736819002,6.003822956370661,8.930892000287681,4.935673935860957,2.552406463554483,4.6184072183959675,-3.7334187660840974,2.8951530254655573,-0.6138072509867509,4.7264313070025255,-6.411472810204659,4.201581909325726,4.818589106314782,3.3135021834053577,2.764574343454038,1.548921086290008,3.8457117010163677,12.021130649375806,10.12696126555939,6.935331896361557,-1.5212537659089056,3.0153413315509003,3.4147597493263717,3.4549190598203467
GTEX-13S86-2326-SM-5RQK1,-3.0761346150494835,4.704155208471413,3.7769331748309964,10.280000531633924,0.6050246749627822,3.412761929954933,-0.1679491434256282,5.6800403813923985,2.6706131258893038,6.782625151698612,8.221325522229568,4.768076459796317,2.6602033255015094,3.775334763878614,-2.634179844759624,2.7055578278352934,-0.4324844680873978,4.926137426628069,-6.153918570728496,3.1042982021735557,4.621228770752968,3.111017888526247,3.906700809663858,1.9518007742998038,3.3988580770004386,13.714837993213521,9.472132162061492,7.455921326605103,-0.980353576981738,3.3830494761243393,3.790100874367566,3.4186395223949875
GTEX-13SLW-0326-SM-5RQK5,-3.6165034804664016,5.5433995118369515,4.96807514350232,11.901876277176681,1.1403882716376463,2.8500583946975984,-1.280343113224867,5.399145050367424,3.002015020943011,6.341338378506604,8.669930849336588,4.2081312741356856,2.4755634752939586,4.186750386455988,-2.7489983166300775,3.089510146106752,-0.6831458506630799,4.407277539545783,-7.767701894743488,4.2517686572680935,5.343673502067766,3.209106381683032,3.1013406742400633,1.5806741957568309,4.0079297074409235,13.743813330277446,10.0120671982375,7.657635753774975,-1.3919067028462542,3.407055242955182,3.7893206228794165,3.146112480964865
GTEX-13SLX-0326-SM-5Q5E4,-3.259422463138495,3.8149840918418283,4.544035027974705,11.271256005897522,0.7663625844658501,2.534291047978006,1.6990752385438384,4.474559260435385,2.4648791266209793,5.937335122490713,9.141235311119821,3.6164648257045067,2.837975065716034,3.306289926936836,-4.562521963475484,3.0681505488206597,-0.7933239111162989,4.442909379643699,-6.148042708487648,4.295890044748725,4.262817740178451,3.2478940479563563,3.1159409596540026,1.8643904337452997,4.350207651402798,11.587676688209683,9.952473305884228,5.7546877606683,-1.9062928463524977,2.621015278672331,4.114831075646461,2.8381540150768685
GTEX-13U4I-1826-SM-5IJD2,-3.3163406588003363,4.899808779710819,4.710258727730682,10.77971127307103,0.8664184551687591,2.839245015271772,-0.5895594866428009,4.93859127340091,2.690506748544852,6.155509517212225,8.637561689496629,3.737568834369032,2.5481780988670906,3.1896900882179957,-3.972306729898218,2.5077907701458253,-0.5008699872151169,3.8564411424482348,-6.625668056418534,3.3424127412080984,4.403690749248213,2.9922371489968222,2.9968357162066703,1.5293290437649876,3.5810625651656074,11.678944127712471,8.910067176924642,6.535109790361302,-1.3534247628009188,2.7788010677987267,3.1980780732402025,2.656603164031008
GTEX-13VXT-0326-SM-5LU4U,-3.2197770643348265,4.525667666650305,3.9924478378825925,9.421486521353597,0.6664994685589136,2.7387302233777735,-0.26465801203742256,4.7119536738527605,2.8555162780332135,6.602643046864422,7.99808772163616,4.3257946425079945,2.672522397320824,3.34016691327822,-3.618975985778708,2.168724428790083,-0.978115358238128,4.8636129683806555,-6.254452664199125,3.582668831721315,4.49677590228368,2.744970118924324,2.4549815490743785,1.9096107835964204,3.950890627515734,11.882785603117506,8.619578868577824,5.415321811297932,-1.3188641749389796,2.345425247653962,2.8796714518723765,2.5693992461013533
GTEX-13VXU-0326-SM-5LU36,-3.302732862469935,3.5288622913570458,5.007633240305542,10.977698520838096,0.8642596106725784,2.999788364708184,0.9102818741945579,4.5690906651907985,2.7314778526012446,5.205772049510357,8.877894327309875,3.935633367328848,2.8856974108342914,3.5374907540987826,-4.7042298554629,3.391174990506164,-0.6156572812536237,4.412716869998393,-6.235162397983986,4.610036817197124,4.057286124784597,2.809759014872936,2.8836179863237836,1.504275100759044,3.614183190260345,11.047488883993443,9.17546407970898,6.108191759380131,-1.677239072244892,2.3773234399023533,3.548661583735241,2.78335290576942
GTEX-13W3W-2626-SM-5SIA2,-3.234215837824045,5.296332417604979,3.56187909447694,9.083848522148674,0.7599312147296745,2.8713720304022976,0.005280258145798383,4.749819014651878,2.6033317429091354,6.8844698233053485,8.30604873848734,4.387130267225291,2.9692166286470885,3.0971921104143605,-3.9929944160836377,2.131674748109476,-0.9133756379914212,4.9268789537095765,-5.429352555468484,2.8808237471656675,4.65116825487191,2.496127814523623,2.3521546763092847,2.088728413177956,4.215428888643474,11.605774425908931,8.870307778774801,4.951460204882499,-1.3800268879881525,2.331870542720078,3.2958919429028986,2.7472657238551625
GTEX-13W46-0726-SM-5LU3Z,-3.282020838287017,4.7926878181644375,4.178977207055643,10.58258141057443,0.9252970609537914,3.2461888278444664,-0.3793574009380906,4.292503902846908,2.8323408190566033,6.326796796512404,8.447227106086801,4.009466316774065,2.678023558715883,3.583835503997286,-3.6569352139678046,2.4358389485474263,-0.6544436013428663,4.198457304409775,-7.115854710016958,3.38935602375434,4.925239856479756,2.9288215634997647,3.2395448025828393,2.132946475571648,3.3833229663521416,12.33422179243006,9.281418625207339,6.216929909139602,-1.3897474824779328,2.6598276314965608,3.1882928167825892,2.7107059451442796
GTEX-13X6H-2326-SM-7EWEB,-3.578546534991662,4.367061374812977,3.2042855128588656,10.059267868131663,0.12951486302084786,2.3486749941298806,-0.3246806429223149,4.81711260992004,3.3070391256171687,6.866338373602184,8.708236033214241,3.6905174159666,2.6792923572408824,3.0343944708245436,-2.765770415246244,1.8313508468911468,-0.8765905816781066,3.745783725696364,-5.393450923744513,3.287713819104395,4.513700972000964,2.7498556236708045,2.9317332912793974,1.786278605172042,4.168252543668984,10.962139335595586,7.854786967244117,6.369980127295045,-1.889542159675578,2.2720213761805272,3.7705183084197404,3.004344195056024
GTEX-13X6I-0526-SM-5QGP8,-3.4650314286832375,6.456385235169665,3.2629887267831075,12.160380873462666,0.6780986180555529,3.6312446715039086,-0.629506924401432,5.215169689182251,3.408690340078218,6.894630776762508,8.50097034181297,3.4593235063971908,2.579980274542061,4.922384841040548,-1.0417280799145605,3.1018345689040765,-0.7388482400301252,4.734087940388397,-5.505274123953926,4.286213219180017,6.140581541349354,3.6249415117324264,3.9833166319403954,2.0378514455825147,3.605938000310981,14.809573365730826,10.674125353071707,7.2696363180614965,-1.5390243667671497,3.6892370769147043,3.576824779282082,2.989527128602066
GTEX-13X6J-0326-SM-7EPGD,-3.1997047543571933,2.921197502633734,6.087917270153701,10.68053283370511,0.7650594783407938,2.4501910811330103,1.2468054002367683,3.853131079551773,2.6012536531004247,4.515159993089444,9.026140057069254,3.2885803715256174,2.6536420476314384,2.99711632131335,-5.360219217861077,3.402537133904809,-0.7848681643326183,4.265889806820086,-6.617648427378244,4.712789063351514,3.692360672886021,2.8413903938876426,2.0918677394304,1.4065150061117382,3.8143363333229874,10.262016976742574,8.620487748731831,5.599875320734238,-1.761846225571367,3.126583907165296,3.7699511844920184,2.4781194015034687
GTEX-13X6K-0326-SM-5Q5D6,-3.5282505858334585,4.850955569202491,4.860298496274582,11.212446731746978,0.6935536052029827,2.6944237723191096,-0.25758246028273735,4.92254537232185,3.1824979460250913,5.8524749763296455,9.104939216219785,4.4779173115015265,2.3897162238776266,3.6491043333457367,-3.421270582557455,2.595339234471093,-0.88774237600172,4.275221419203577,-7.157235380588041,4.229877095397834,4.945675157181412,2.6839419185102185,2.819074699727232,1.4173415589023768,3.8729354531887537,12.38885235868038,9.518424198329775,7.148757780661318,-1.6467730635782305,3.0505680299457993,3.485986549063013,2.489918813942671
GTEX-13YAN-0526-SM-5O9BE,-3.4734265089851504,5.968482959014445,4.478346309727737,11.531008328780237,0.9949265551007107,3.780566546100423,-1.344304354282268,5.61471210321735,3.787247973995403,6.5606568463498816,8.17997405118721,4.739912208330164,2.4071150812041586,4.516378920164644,-1.5450891259440853,2.9678083856183184,-0.5267098421368713,4.436190901847161,-6.560872906887012,4.320097922174311,6.417871420203561,3.2585158633987144,4.155990348556757,1.8441047316055657,3.357763576860023,14.01311704634852,10.545861386070662,8.402773697814649,-1.4034547393268888,3.8045423664418103,3.5013671533421915,2.996833495372728
GTEX-1445S-0626-SM-5LU3C,-3.3137512161980265,5.289104533416708,4.623811397347765,9.876187383565691,0.6642349270781901,2.6820038721152435,0.21700365365842794,5.57632491940819,2.5512166869619137,7.058050682043329,8.132982360867004,5.097580607475747,2.841509470430562,4.264184031969489,-3.2348383405992,3.1256338239550465,-0.5997996487170553,4.949166249170757,-4.962125458282614,4.38859229503805,5.344609992186075,3.1038686218655633,3.3779412252780316,1.4095240410908214,3.152744813354942,12.806147608700421,8.614879564750527,7.505382580779693,-1.892266804305518,3.5831370913880347,3.364820867522353,2.9941333849636393
GTEX-144FL-0326-SM-5O99O,-3.7107899963966537,6.270944698742435,4.04589929446176,10.86970700150931,0.990504428937668,3.2785061594614096,-1.1798233781737844,5.334758086253592,3.2303247091635727,7.227884809411305,8.312570194065074,3.8640770876404535,2.2683099906533877,4.502104228676775,-1.5855000962151538,2.7563448263097357,-0.6660176096248782,3.9925422474821066,-6.24151276021483,4.004161120682772,5.69787664572009,3.105672779236197,3.202147373062094,1.6119756931361897,3.8990469405279407,14.462003079361951,9.982345573934774,7.9457904643372395,-1.469675499376726,3.4280618553185813,2.6669057784345287,3.229341686239056
GTEX-144GL-0326-SM-5QGOY,-3.2255554120971306,3.579518051942434,5.770761485130239,10.963040510580683,0.882852270569846,2.6857296903635155,0.6307005882844102,4.387728161841889,3.0057804585202295,5.046447277486331,8.817747809675259,3.3855462935942273,2.7260080293881725,3.0938040669785924,-5.1366796184130985,2.9876682845906934,-0.7123004407486027,4.0968232209112445,-6.433500980932197,4.066434399677595,3.833301824830444,3.059247305672676,2.4983231045428838,1.5491498167912376,3.089342361016785,11.099986511790469,8.92538317666899,5.45351711280255,-1.6017511194551044,3.05245467030651,3.427482679824462,2.631477941633145
GTEX-144GM-2026-SM-5LU3D,-3.7965105114711095,5.9414001148211035,4.322842923660313,9.45065339871648,0.8469255465904308,3.2779826652681314,0.6250225365325969,5.532785905141605,2.0340811216076755,7.262159219204805,9.502367310692993,5.133493129743681,2.8150975833697345,3.5435288895731816,-3.36628351027544,2.5934554889358754,-0.5268036093833104,4.842582657173538,-5.305402497628213,3.0969476473864517,5.327955310671777,3.295434335780902,4.989811782160714,1.3977609688348014,4.83322468494853,13.410116201090363,9.125533507078552,7.634366096133962,-1.3583589725632026,3.6512856661778916,3.7303311753715382,2.989455854947694
GTEX-144GN-2426-SM-5LU4R,-3.3741929735537233,4.978025052092196,4.349495462727839,10.217693244795315,0.9404774467276852,3.1581357735761517,0.2974286328660634,4.843798148200032,2.942665260388284,6.367651524568971,9.343188120386994,3.8175475718877396,2.8486708364570497,3.3086099619407365,-3.6294212975569398,2.7949989001756514,-0.6275469454453303,4.497664014646205,-7.330811901678667,4.663769051233652,4.649218756316585,2.6207619536064075,2.4873568005959954,2.498029192332511,3.573806238587417,12.294069321183109,9.392118154810394,5.842182407655928,-1.4544073594223625,2.541421979124256,3.5556380177077695,2.629773583358472
GTEX-144GO-1326-SM-5Q5EL,-3.4311760455147318,5.243121072635849,4.294885368276905,10.1231346651275,0.5089462910871912,3.137979351884199,-0.4499663369210516,4.798906669867764,3.020922982559133,6.939772364788595,8.397494440237436,4.650484099490099,2.4947427546706655,3.548248774566347,-3.5103791191820832,2.5909273883349613,-0.5385005969730666,4.668003916671621,-6.471415431504252,3.743251927979746,4.755503562095167,2.8341690792690604,3.887146449778322,2.0759739325240094,3.5390146614901474,13.395088346827905,9.466511024365822,6.072639742125677,-1.6758111580914261,2.6001149441845888,3.5057174826494433,3.1799822305235437
GTEX-145LS-0526-SM-5LU8Y,-3.2839213774065374,5.213138127099095,3.1575698227720537,10.554128889745135,0.871600236720228,2.9247507617774438,0.3975468079244957,4.961831394046115,2.7004880778898146,6.540737086132567,8.324093301106855,4.061212474718531,2.7507032115096886,3.853414297049202,-3.477334626576928,3.011931234241896,-0.5609973507238034,4.6405501586123545,-5.384383513211367,3.544928696000625,5.23384546963467,3.3170943307646183,3.771970320882623,1.7530944286721342,3.9794611013796395,12.769388651678316,8.786188390882824,6.842197071614709,-1.5441484642922159,3.3137857410845246,2.758231493363384,3.1950416959991403
GTEX-145LT-1626-SM-5O992,-3.5268411543034754,5.124727068814055,4.730668518110777,9.413558809119808,1.070175038999546,3.1424200303555114,-0.2355864634856958,4.833653373062074,2.8179926928093972,6.942118038494236,8.957220810203914,4.295290794199777,3.0404208967580093,3.9861282643549996,-3.321131751072239,3.0853140058844195,-0.8173653200127448,4.55875776602455,-6.003631995243368,4.646020274334586,4.5389975418099,2.6375619328619395,2.452396896510793,2.1046766992340045,3.430934591475396,12.662774106115622,9.182632610707886,5.726598043954101,-1.8982307191765835,2.2735303802152846,3.8159385971141524,3.0881805108091744
GTEX-145LU-2026-SM-5Q5E8,-3.4165620626926785,4.294580525225168,5.064453368029753,11.40111493209155,1.0203055750364578,2.7465517552580123,0.5192072464696402,4.805628164598935,2.6266433706279564,5.5155462435821105,8.677220734589458,3.5773038532648087,2.6061290628403824,3.4248055504194403,-4.056476119071203,3.419227567369537,-0.7014666297347937,4.359141613279786,-6.284098763931051,4.781309829709263,4.11921654141342,3.3371846230678943,2.6893076328456913,1.5409920877653693,3.869980703913271,11.166517344085564,9.16293995293701,6.218739873545575,-1.7331871624567667,2.7110916480441523,3.735038627351766,2.5450701680031442
GTEX-145LV-2326-SM-5LU8Z,-2.9351681354866916,4.8416044592576775,3.011050831711694,9.127813034284456,0.6162563346209379,2.695591891859667,-0.5957462920098083,4.870426194642262,2.5630043531861473,6.785896112274626,7.9714867953583575,4.123787060598839,3.153018186818959,3.5519740681938363,-3.28358233859326,2.527477028794392,-0.48230136958226333,4.882103375722564,-5.49678062210386,3.6976084078823184,5.058110815307051,3.3502817167113843,3.0028983419683106,1.9842867412764098,3.9687738756364856,11.747286136439522,8.690890192507483,5.522129774591406,-0.9860542535362685,2.1124338932011817,2.570652017272035,2.8625276225210983
GTEX-145ME-2026-SM-5SIA5,-3.6013959146281906,5.957661624282137,5.09771471801141,10.10868085492761,0.6581757913008751,2.917271503756821,-0.4969108395499703,5.0485929871599415,2.5385307749621737,6.553571306871715,8.761414500424584,4.823924686014493,2.6362444105568694,3.4712016055691755,-3.5067234073926135,2.250100050127306,-0.9897029378105928,4.2284083819297145,-6.782280677321992,3.862005854872577,4.441780321994238,2.8572605286391695,2.5829081382260752,1.9507171621753026,3.753940923640229,12.014816246339914,9.066395488489032,6.044437390217925,-1.530377122627246,3.003919879636682,3.9897424866147055,2.766675240264571
GTEX-145MG-0226-SM-5TDDB,-3.273527125348841,3.2338784520195527,5.332933164744069,11.133798309548212,0.6425309190422592,2.5164268718654155,1.0710478391816425,4.643796900480079,2.5537093011143863,5.47098605669564,8.603563480771795,3.292842290185849,2.8925863379878725,3.0815468159624353,-5.132414500676948,3.1308919831639637,-0.7511307335961328,4.33311141348561,-6.972833165102798,4.789498178847457,3.850765116820986,3.167634781984666,2.371194499642221,1.9109736281726488,3.694825183606673,11.130318502617005,8.816684490815023,5.910039638547346,-1.7397740912743298,3.2179046568825553,3.751612103811522,3.2591404469008567
GTEX-145MH-0326-SM-5LU8H,-3.086694083423744,3.2479445894693515,5.920308494677791,10.964041684102117,0.5565009500693189,2.7175104734181725,0.39722033790727296,4.296940612505833,2.7028561247589864,5.357740717820521,8.617229489185025,3.3500760712129236,2.7046671168408642,2.590269507739975,-5.363048515863048,2.6890790860113443,-0.85308836803356,4.067423836530744,-8.465229573409875,4.174027241604351,4.1490339865498,3.1981151022457808,2.0296872500069885,1.6682291116326058,4.3301664699112585,10.766436527711273,8.594415332686395,5.430020179348307,-1.8152598312039483,3.11023293515268,3.112318559090443,2.4110512349044435
GTEX-145MI-0326-SM-5Q5EV,-4.265154854229145,5.345228600067818,4.561026102206378,9.565136069704717,-0.028054077973126458,2.1343949153093646,1.5294995520145822,5.238438024426048,1.8840777904476602,6.327193022160612,9.934608810815359,5.99271032822348,2.3817607736079403,3.9055556235641053,-3.854826860510707,2.3079093493123413,-0.9515418474369813,5.146135211023632,-6.088962484778212,3.7628963520328966,4.707828570411766,3.131995831764059,3.199605406201531,1.1776080003806613,4.187562004568994,12.1741553655889,8.457258166217239,6.565485994073178,-1.446693804110746,3.92197541737052,4.1385168789542055,3.191928677954529
GTEX-145MN-2426-SM-5NQA5,-3.56280024245284,4.515780037917836,4.981572699105063,10.103466816415166,1.094981017992568,3.0767140042929295,-0.35305447671258355,4.978033510811914,3.0399645146243115,6.277160482504671,8.395002965011646,3.555563266328793,2.780074515005693,3.5047744396171083,-3.6449029622217965,2.418241535274934,-0.7027517848478785,4.228797907857979,-7.360865789630685,4.196214041065255,4.521933348229202,2.802858853270083,2.4825853171456345,2.1052643021611415,3.6974133444208097,11.646429303786595,8.463907355603078,5.780895491626816,-1.6182861668804782,2.8463311387490045,3.587619848108628,2.6010942713965064
GTEX-145MO-0726-SM-5NQB9,-3.605482735118616,5.082129508743189,4.780921021183463,10.10322096380833,0.6117278423553072,2.660782415611739,0.30731650643571684,5.338581966360435,2.7347107438325233,7.061610351417885,9.031650587744837,4.128433274819648,2.664860039977458,3.5691582918415605,-3.507659839735497,2.836666779444618,-0.8138178679520018,4.740642815964577,-5.947161441953465,4.456939112447134,4.8134707615389685,2.6661874736548725,2.9237152650739793,1.6208337588930697,3.6881801017552838,13.1406954449541,9.111445860012084,6.674229391252119,-2.200546730624819,2.251435217677291,3.43488559232613,3.157202416856418
GTEX-146FH-0526-SM-5QGQ3,-4.022438719565562,6.224058830880143,4.3999354494815455,10.50971817036461,0.18052672507582862,2.9978859217083342,-0.22606312332748532,5.613642198005529,3.1492691784908446,6.604050082440877,9.080723387391537,4.982140067050387,2.2617226022869747,3.9074327839173555,-3.2536748788558554,2.2916200268197437,-0.8471452474773996,4.747038953067028,-6.1584720438314795,4.017140151106909,4.772225181527797,3.4134531407011672,2.911996051251393,1.879688302304029,3.741799105471366,12.525315656854122,9.509533138225786,6.870670385963119,-1.6068518076906708,2.4783561435714363,3.9956461962912386,2.9436801153389553
GTEX-146FQ-0326-SM-5NQAX,-3.1979611522406772,4.900071181640554,4.536336144179382,10.699723978212873,0.7255365898367837,2.888708396024204,-0.73459446103911,4.65648118516288,3.0111602157385624,6.798602723745083,8.586943946550216,3.7119813297066777,2.4986797165858876,4.118568667402092,-2.9683224250487363,2.645475839520659,-0.5834775416323178,4.324175204094534,-6.458766518276004,3.653761734481474,4.412057720461654,3.1196634014303926,3.306252908259208,1.5749128641669001,3.954323384009735,13.418910544346542,9.173047102130418,7.163595504697601,-1.2343953980578548,3.308332149814109,3.1136600664375993,2.8196946517096695
GTEX-146FR-1726-SM-5Q5DT,-3.5568623728206674,5.093376907927793,4.894018165911844,10.526749348610544,0.9413419690834866,3.4317223317774634,-0.5342811525311929,4.915914884731194,2.9455686354894057,6.638256833443297,8.670017074428785,4.128148387508388,2.918541141587894,3.848195276480884,-3.448023622651322,2.8044326262316788,-0.7834491809256358,4.344283883504251,-6.856734794307975,4.232009263981026,4.511880443639401,3.009475943331038,2.679345634671984,2.37607723442935,3.922587621457177,13.28054503223765,9.855752806040556,6.2113761341157145,-1.7938797801860973,2.524198123775382,3.650123689466857,3.1373591333039332
