gene,log2FC,lfcSE,stat,pvalue,padj
LDLRAD2,-0.8659512979586521,0.48575169539929275,-1.7827036038378241,0.07463456439989688,0.782093583088719
HSPG2,-0.3262909751692297,0.13350782039010076,-2.443983986974169,0.014526071259903517,0.4627854366685268
CDC42,0.27723976870859535,0.45490400522090735,0.609446752560387,0.542228356743071,0.9902214277001209
CDC42-AS1,0.8149627658555877,0.7875210874782951,1.0348456426292825,0.3007410034456166,0.9631037266668586
WNT4,-1.9478405414723148,1.357114963536225,-1.435280424877816,0.15120720359345488,
ZBTB40,-0.25653939035218987,0.2649794587290811,-0.9681482164037459,0.33297035244094464,0.9747836918219414
C1QA,1.3669369520744385,0.9249949301413084,1.4777777775123764,0.13946726834463857,0.907461381212403
C1QC,3.178783987358469,1.6255561904252478,1.9555054485855052,0.05052344089123785,
C1QB,2.0617628563094375,1.4372751255561635,1.4344942173208655,0.15143127811621923,0.9124501169618461
EPHB2,0.6240478409537675,0.716967291246041,0.8703993174768325,0.3840822195613468,0.9841533258370131
KDM1A,0.332204057707299,0.3405509616432102,0.9754900003933741,0.32931725947650836,0.9743882427139339
AL031428.1,0.10894197458217227,0.7012592839709124,0.1553519177176285,0.8765438879725478,0.9964138064944252
LUZP1,-0.025116083191207648,0.1980343581210885,-0.12682689725916332,0.8990774067020698,0.9966799907951228
LINC01355,0.8669814245013994,0.558261810347857,1.553001492187289,0.12042277812168106,0.8855899459239821
HNRNPR,0.0040441452247017,0.3303248949382881,0.012242931994142416,0.9902317976084968,0.9996307528164792
ZNF436,0.6953062061699394,0.6804084100635681,1.0218953732582163,0.3068304225220687,0.967147059894405
TCEA3,-0.9719805564339355,0.42162322707561817,-2.305329720982404,0.02114811421404029,0.5251193616916546
ASAP3,-0.5413665194550173,0.3182148463469557,-1.7012610369057237,0.088893980932106,0.8202854524922926
ID3,0.2960887257270405,0.5376083431819078,0.5507517312223974,0.5818038769924888,0.9902214277001209
MDS2,0.07099146363385059,0.9602958701766786,0.07392665722991117,0.9410687444783616,0.9986362622396362
RPL11,-0.25870323819542496,0.609144938295195,-0.42469898694299907,0.6710561223976403,0.990355199561875
ELOA-AS1,-0.15568623930413772,0.3891497358809778,-0.4000676987527358,0.6891066545961775,0.9907805719305827
ELOA,0.2992925873821898,0.3783536404284875,0.791039269618866,0.4289210762113622,0.9861037953512967
PITHD1,-0.17715627540520074,0.46715094887273195,-0.37922704820078235,0.704519267484523,0.9925609769326694
LYPLA2,0.7138144925662407,0.5332507318575078,1.338609494411312,0.18069783363377545,0.9319438035563508
GALE,0.1678608885844318,0.6056676421117689,0.2771501677044438,0.781664801692617,0.9964138064944252
HMGCL,0.8294464692029427,0.3355727629843799,2.4717335871551396,0.013445967725543354,0.4526551348747684
FUCA1,0.25151924746635046,0.511147421432749,0.49206791802126404,0.622671331043602,0.990355199561875
PNRC2,0.8120662828788673,0.7471207555502862,1.086927751432559,0.2770687406490304,0.9571847823343556
SRSF10,-0.03837688982236328,0.22858773410796085,-0.16788691647049647,0.8666722431762929,0.9964138064944252
AL591178.1,-1.8125057745211837,1.0958886426171046,-1.653914188026182,0.0981449494579547,0.8453332986089388
MYOM3,-2.069943757650976,0.6919819951286585,-2.991326034814123,0.002777687537244582,0.24242080950412986
IFNLR1,-0.4884528468651506,0.8955397011214254,-0.5454284676084078,0.585458865757512,0.9902214277001209
LINC02800,1.1839462036420276,2.211388449523163,0.535385903773405,0.5923830355055293,
AL138902.1,-2.1215992840515536,1.8691271074719276,-1.1350749104062297,0.25634393286333124,
STPG1,-0.08932554805292098,0.30549223046814583,-0.29239875566077644,0.7699817595197671,0.9961507761638594
NIPAL3,-0.09269652414859708,0.3152045806960429,-0.29408368350454245,0.768693958570813,0.9961507761638594
RCAN3AS,-1.0612607499880806,0.8042695069010611,-1.3195337394765034,0.1869907382014182,0.9326498853537042
RCAN3,0.2097478592532607,0.34544247149272406,0.6071860774585692,0.543727430720548,0.9902214277001209
SRRM1,-0.0713877736640755,0.24111309224266433,-0.2960758911931188,0.7671721250509212,0.9961507761638594
CLIC4,0.11274643405708858,0.2682036870094212,0.4203761525960235,0.674210686402906,0.990355199561875
SYF2,0.33442412974894054,0.6145903586663802,0.5441415164315601,0.5863440931266674,0.9902214277001209
AL031432.4,0.5387801302225411,0.5729698350376328,0.9403289619725862,0.34704884816078563,0.9772948296034504
RSRP1,0.24785348749413713,0.11254999840259744,2.202163403037571,0.027653768154462712,0.5772831788257154
RHD,0.4459809211894989,0.8086325801159405,0.5515247989705718,0.5812739715266404,0.9902214277001209
TMEM50A,0.6956254566901481,0.6471567000312539,1.074894931407731,0.2824217715156043,0.9571847823343556
RHCE,-0.5914123745011712,0.8615222144176113,-0.6864737375355617,0.4924144198016617,
MACO1,-0.16003639227048244,0.14247501165779647,-1.1232593730531903,0.261327352952903,0.9563225615895302
LDLRAP1,-0.3970109273838172,0.3133569023589757,-1.2669608500565566,0.20516928891966335,0.9378717920103453
