compartment,TF,baseline_rho,jackknife_min,jackknife_median,jackknife_max,jackknife_IQR_lo,jackknife_IQR_hi,jackknife_mean,jackknife_SE,jackknife_CI95_lo,jackknife_CI95_hi
Vascular,JUNB,0.8360600179341936,0.8148390529777174,0.8357904393294725,0.9118151672596794,0.8205015898295431,0.8414529761812983,0.8351209792392721,0.09468826927487876,0.6495319714605097,1.0207099870180345
MuSC,CDKN1A,0.798743491269497,0.7713686394274482,0.8012775067470813,0.8824831515511896,0.7783863980878949,0.8088101513474804,0.797753445153781,0.10913390651625147,0.5838509883819281,1.011655901925634
